,sentence,label
0,이걸 따로 학원 가서 배운다고? 헐,3
1,젝키를 음악방송에서 다시 보니 반갑군,1
2,타이틀처럼 음식이 어렵다는 편견을 조금은 깨게 해주신 백 선생께 감사드립니다…….,1
3,젝키를 음악방송에서 다시 보니 반갑군,0
4,그래요. 그러면 아저씨가 갔다 와요. 내가 여기 있을 테니깐.,2
5,"어~ 선배님이 지금 여덟 점이고요, 제 점수는 하나, 둘, 셋, 넷…… 선배님, 지금 몇 시예요?",3
6,좋은 게 9가지나 돼?,1
7,알았어~!,3
8,구리로 응원하러 갈게요~~^^,0
9,좋은 게 9가지나 돼?,0
10,무도는 제게 참 소중한 프로예요!! 감사합니다,0
11,"이제 홍콩 영화 안 되겠다. 초반부터 난잡하고 산만한 연출, 설정에 웃기지도 않는 개그들 쯧쯧 홍콩 영화 어쩌다 이렇게 됐냐 ㅋ",2
12,광의 님 진짜 착하고 성실하신 것 같아요,1
13,이번 달에 점수 나오는 거 봐서 내가 가만 안 둘 줄 알아! 알았어?,0
14,이번 달에 점수 나오는 거 봐서 내가 가만 안 둘 줄 알아! 알았어?,1
15,과장  진급댓슈~하하,0
16,못 참고 연락했었는데 시큰둥했어요,3
17,그러니까 그게 이해가 안 간다고. 나도 상처받았거든! 그래도 학교는 나오잖아.,3
18,어떻게 미치면 저렇게 미치는 건지….,3
19,런닝맨 상 한 개요???,3
20,광의 님 진짜 착하고 성실하신 것 같아요,0
21,와 이거 레벨 올리는 거 너무 중독성 ㅠㅠ,0
22,잘하는 집 알아? ,2
23,타이틀처럼 음식이 어렵다는 편견을 조금은 깨게 해주신 백 선생께 감사드립니다…….,0
24,와 매년 약 7200명이네! 개차반들 많구나ㄷㄷ….,2
25,네 맘대로 하세요.,3
26,과장  진급댓슈~하하,1
27,죄다 노인이냐 무슨 크크크,2
28,어떻게 된 나라가 대통령이 가짜와 불법을 저지르고 있냐??,2
29,카 BBC까지 극찬을!!!,1
30,OO 존나 결말 개 코미디네 존 트라볼타는 대체 뭐지?,2
31,구리로 응원하러 갈게요~~^^,1
32,카 BBC까지 극찬을!!!,0
33,큰일 났다. 한마디로? 뎃다,2
34,무도는 제게 참 소중한 프로예요!! 감사합니다,1
35,저만 몰랐던 건가요..?,3
36,종편 패지가 답이다,2
37,지금 주문해도 9월에 못 받는다던데?,3
38,지옥 같은 한국 땅덩이라도 좁은데 멸망해버려라,2
39,와 이거 레벨 올리는 거 너무 중독성 ㅠㅠ,1
