,sentence,label
0,사양할 것 없다.,0
1,수십 년 어렵게 쌓아온 노하우들 쉽게 널리 알려주셔서 감사드립니다,1
2,환장하겠네!!!,2
3,개념에 밥 말아 드셨냐?,2
4,오~~특검 잘하고 있네요~~강도를 열 배 정도 업해도 될 듯해요~~오랜만에 박수를 오랜만에 보냅니다~~,0
5,아냐 아냐…. 내가 따를게….,2
6,감히 내 여자를 건드렸는데 그럼 내버려 둬?,3
7,삼성 홍보실에서 보호무역에 의한 피해자로 보도지침 배포했다더니 진짜인가 보네 덜덜,3
8,꺼져가 난 너무 웃겨 ㅜㅜ,1
9,파는 곳 좀 알려주시면 감사하겠습니다 0,0
10,마해영이 홈런 잘 친다고요???,3
11,전 목욕갔다가 쇼핑가려고요!,3
12,"웃기는 것도 중요하지만, 건강이 젤 우선이란 거 항상 잊지 말고 건강도 챙겨가면서 큰 웃음도 함께 주셨음 좋겠어요!",1
13,솔직하게 정정해주고 예쁘다.,0
14,간만에 빨리 감기 해보네요 평점 1점도 아까움,2
15,남겨주시면 고맙습니다.,1
16,달착륙이 거짓말이라고 하는 무식한 놈들과 같은 나라에 산다는 게 쪽팔린다,2
17,저 복에 겨워 터진 것! 난 셋 중에 아무라도 좋은데!,2
18,언제 환기할 수 있는지 모르겠다 거의 미세먼지라서 그런지,2
19,"야, 자식아, 지금 출근이 문제야!",3
20,31년 차 주부이지만 늘 백 선생님 요리보고 배우는 게 많아요~~,1
21,솔직하게 정정해주고 예쁘다.,1
22,수십 년 어렵게 쌓아온 노하우들 쉽게 널리 알려주셔서 감사드립니다,0
23, 랩을 잘 알지도 잘하지도 못하는 게 겉멋만 들어서 래퍼는 멋있어 보이니깐 하고는 싶고…….,2
24,어제 심심해서 일베 가 봤더니 다음 주에 박사모 이백만 명 모인다더라. ㅎㅎㅎ,3
25,"웃기는 것도 중요하지만, 건강이 젤 우선이란 거 항상 잊지 말고 건강도 챙겨가면서 큰 웃음도 함께 주셨음 좋겠어요!",0
26,꺼져가 난 너무 웃겨 ㅜㅜ,0
27,31년 차 주부이지만 늘 백 선생님 요리보고 배우는 게 많아요~~,0
28,Youku는 유케 아닌가? 유커라니? 로마자표기법을 안 따는 건가?,3
29,귀여워!,3
30,파는 곳 좀 알려주시면 감사하겠습니다 0,1
31,도대체 0점은 왜 없는지.. 박영진 씨 진짜 제대로 사과했으면 좋겠습니다. 본인 연기는 더럽게 못 들어주겠어요.,2
32,오~~특검 잘하고 있네요~~강도를 열 배 정도 업해도 될 듯해요~~오랜만에 박수를 오랜만에 보냅니다~~,1
33,사양할 것 없다.,1
34,그게 저기-,3
35,와 진짜 합의 없이 싹 다 처벌해주길!!,2
36, 형은 롤 시로이조 고스트 타고 다니는데 24시간 ?,0
37,조선일보가 이런 기사를 쓰네? ㅋㅋ,3
38,남겨주시면 고맙습니다.,0
39, 형은 롤 시로이조 고스트 타고 다니는데 24시간 ?,1
