,sentence,label
0,당연한 결과지만 그래도 축하 축하용~~!!,1
1,고충의 수였지만 서로 윈윈이네…!,0
2,야시장은: 윤길현의 진심을 느꼈다.,3
3,좋은 소재 못 살린 OO 감독. 연출만 잘했어도 대단한 영화가 되었을 텐데…. 쯧쯧….,2
4,그러던데 절 기다렸던 건가요?,3
5,면허는 어떻게 땄어요? ,3
6,당연한 결과지만 그래도 축하 축하용~~!!,0
7,……어느 물고기 얘긴데?,1
8,도끼 더 콰이엇 랩 너무 잘하심….,1
9,왜 도장을 빨리 안 찍었는데?,2
10,또 생겨날 ai에 대책 좀 미리 세워 주세요!,2
11,"웃기는 것도 중요하지만, 건강이 젤 우선이란 거 항상 잊지 말고 건강도 챙겨가면서 큰 웃음도 함께 주셨음 좋겠어요!",0
12,……어느 물고기 얘긴데?,0
13,"아니, 됐어. 잠깐 실해라 좀 찾아와야겠다.",3
14,덕분에 요리에 관심을 두게 되었습니다.,0
15,진짜 멋지긴 하네!!,0
16,백 주부님 정말 감사합니다^^,1
17,보고 나서 참 기분이 더럽다.. 이런 시나리오 나도 쓴다.,2
18,철도 성과제. 크크크 박근혜가 싼 똥 치우느라 고생한 노조 분들!!,2
19,백 주부님 정말 감사합니다^^,0
20,고충의 수였지만 서로 윈윈이네…!,1
21,조카? 소름돋았네,3
22,《송중기》 깜짝 출연 같이 불러요~!!!,0
23,"잘잘못을 따지긴 늦었지만, 어쨌든 정부도 책임으로부터 자유롭진 못하다고 생각함.",2
24,덕분에 요리에 관심을 두게 되었습니다.,1
25,진짜 윙이다? 윙?,3
26,정상호 선수의 공을 인정합니다.,1
27,반란 각 제대로 나오게 하네,2
28,정상호 선수의 공을 인정합니다.,0
29,또 그게 전부라고 그대로 받아들이는 무식한 국민 새끼들 ㅉ,2
30,도끼 더 콰이엇 랩 너무 잘하심….,0
31,이시키 가수였어?,3
32,반이라는 타인이 결정한 집합 단위에는 의미가 없어.,3
33,《송중기》 깜짝 출연 같이 불러요~!!!,1
34,"웃기는 것도 중요하지만, 건강이 젤 우선이란 거 항상 잊지 말고 건강도 챙겨가면서 큰 웃음도 함께 주셨음 좋겠어요!",1
35,결국 살찌는 음식.... 예전에 신라면 블랙도….,2
36,...괜찮으세요? 저랑 같이 가시면 개랑 마주칠 수도 있으실 텐데.,3
37,진짜 멋지긴 하네!!,1
38,진심 천재인 거 같다,3
39,래퍼 저놈들이 역사 논하는 게 역겹네! 군대도 제대로 갔다 온 애들이 없는 나이,2
