,sentence,label
0,"자세한 건 말할 수 없지만, 깊은 사정이 있어. 개인적으로 특별한 의미는, 없을 거야, 아마. ",3
1, 마지막 공연까지 힘내시고 좋은 공연 보여주셨으면 합니다.,1
2,민주주의 만세!,1
3,아기엄마들의 전투 육아 스토리를 이모티콘으로 만들어 봤어요.,1
4, 결국 생각해보더니 다행히 붙잡혀주더라고요,0
5,닭 통은 히딩크 이후 국민을 하나로 뭉친 업 젖을 남겼네….,3
6,미련한 한민족.,2
7,? 안됨.,2
8,광의 이곳저곳에서 열심이더라~기특~!!,0
9,어? 어떻게 알았어요? ,3
10,어제 왔다 가셨는데요.,3
11,"그리고 불참자는 당일의 참여, 응원 및 관람까지 포함하여, 어떤 참가도 인정하지 않겠습니다.",3
12,축하해요 바다 누님 결혼까지~,1
13,광의 이곳저곳에서 열심이더라~기특~!!,1
14,사장님 존경합니다,1
15, 마지막 공연까지 힘내시고 좋은 공연 보여주셨으면 합니다.,0
16,"볼거리를 오직 청룽의 액션으로만 채웠는데, 처음엔 흥미롭지만 끝날 땐 지루하다. 전형적인 캐릭터와 붕괴 직전의 스토리 그리고 시대착오적인 요소들이 너무 많다.",2
17,아기엄마들의 전투 육아 스토리를 이모티콘으로 만들어 봤어요.,0
18,오~ 김동률 마음 씀. 선배가 먼저 게스트해주겠다고,0
19, 정말로 고마워요,0
20,아저씨. 입이 있다고 나불대지 말고 생각이란 걸 해라.,2
21,김 여사들이 있는 한 저건 절대 해선 안 됨,2
22,역시 일본은 재난대비 훈련이 참 잘되어있군요!,3
23,축하드려요.,3
24, 정말로 고마워요,1
25,그거 아저씨 가을 양복 같은데….,3
26, 결국 생각해보더니 다행히 붙잡혀주더라고요,1
27,그냥 네가 싫어.,2
28,축하해요 바다 누님 결혼까지~,0
29,이제 ? 김태군 그놈 세레머니 안 봐도 되나요?,2
30,솔직히 까놓고 말해 후원한다고 기업 총수들 청문회 불러서 그렇게 까는데 내는 기업이 제정신이 아닐 듯,2
31,울산 수해 났을 때도 보여주기식 사진 때문에 욕 많이 먹었는데 아직 못 고쳤네. 빨리 내려오너라,2
32,일본에 현대차 다니는 거 봤나?,3
33,사장님 존경합니다,0
34,민주주의 만세!,0
35,신기하다~ 불의 재발견,3
36,국민의 세금으로 녹을 먹고 살면서…. 나라를. 이지경까지만들고…. 이. 썪어빠진늙은개야….,2
37,오~ 김동률 마음 씀. 선배가 먼저 게스트해주겠다고,1
38,생각보단 이쁘네! 화장하면 상당히 이쁠 듯 목소리도 섹시하고 의외네,0
39,생각보단 이쁘네! 화장하면 상당히 이쁠 듯 목소리도 섹시하고 의외네,1
