,sentence,label
0,진짜야?,3
1,나 오빠 따라갈 거야.,3
2,이러한 소소한 배려와 나눔이 삶의 큰 감동이네….,0
3,그동안 고생 많았습니다 시즌 2로 꼭 돌아와 주세요~^^,1
4,이게 뭐예요?,0
5,"아니, 그냥 좀 잠이 안 와서.",1
6,여기저기서 등골 빼먹네 덜덜,3
7,손가락을 문 것 말입니다. 지금 상황은 일방적인 폭행입니다.,2
8,막가 얍 샤프 두 놈에서 놀고 있었구나 천벌받을 놈들이다.,2
9,네. 완전히 딴 사람 같아요. 말투도 그렇고. 표정도 부드럽고… 좋아해서 그런가 봐요. 좋아하는 건 못 숨기잖아요.,3
10,이게 뭐예요?,1
11,저희 둘 다 아직 거기까지는 생각 안 하고 있습니다. ,3
12,회사 이름이나 까라,2
13,이러한 소소한 배려와 나눔이 삶의 큰 감동이네….,1
14,"그래. 아유, 무서워라. 자, 고기 줄게. 드세요. ",0
15,오늘 너무 감동적이었어요. ㅠㅠ,1
16,오늘 너무 감동적이었어요. ㅠㅠ,0
17,너 지금 어디냐?,2
18,멍청한 미국아!!!,2
19,크크크 흑역사라 하긴 뭐한데 그 내가 쓴 댓글 보기 하는 거 있잖아,1
20,오늘 하루도 수고하셨어요!,0
21,그런 거면 진작 말을 하지. 네가 알고 싶다면 내일 당장 엄마가 쓴 육아일기부터 학생기록부랑 자격증까지 다 털어서 가져올게.,2
22,"아니, 그냥 좀 잠이 안 와서.",0
23,네가 뭐야!,2
24,사기꾼들은 말발로 분위기 조성하며 사람을 홀리게 하는 재주가 좋더군요.,3
25, 대통령까지 죽인 0 들이 어디로 기어들어 올라 합니까.,3
26, 댁은 언행이랑 정장이랑 안 어울려요~,2
27,슈퍼 바로 저긴데 다 왔잖아요. 빨리 가요.,3
28,그 특유의 유쾌함이 참 팀에 많은 도움을 준다. 고마워요~,1
29,5분…?,2
30,경찰 서버를 해킹한 놈도 또 간 이 처벌하라.,3
31,크크크 흑역사라 하긴 뭐한데 그 내가 쓴 댓글 보기 하는 거 있잖아,0
32,그동안 고생 많았습니다 시즌 2로 꼭 돌아와 주세요~^^,0
33,오늘 하루도 수고하셨어요!,1
34,우버 때문에 처음으로 벤츠 타봄 ㅋㅋㅋ,1
35,"그래. 아유, 무서워라. 자, 고기 줄게. 드세요. ",1
36,그 특유의 유쾌함이 참 팀에 많은 도움을 준다. 고마워요~,0
37,솔직히 실력 없는 애들이 90% 전부 쓰레기 관심쟁이들이라서 듣기 거북할 정도,2
38,우버 때문에 처음으로 벤츠 타봄 ㅋㅋㅋ,0
39,그런 집이에요?,3
