,sentence,label
0,좋은 이미지…. 흥해라!!,0
1,재미없어 화나서 평점 달기는 처음이다…. 진짜1점도 아깝다. 아무것도 없다. 내용도 액션도. 이거 10점 주는 사람은 뭐지…. 영화 처음 보시는지 묻고 싶다 ㅠㅠ….,2
2,오늘 밤을 새워가면서 김연아 선수만 기다렸답니다!!,1
3,그럼 정말 그게 맛있어서 먹냐?,2
4,결혼이요?,3
5,"맞아요~. ……뭐, 처음에는 아무래도 잘 안 될 거 같지만요.",1
6,얘 등록했으면 큰일 날뻔했네,3
7,잘 줘야 잘 받죠.,2
8,키퍼 세이브 장면이 젤 멋있네,1
9,   좋은 정보 정말 감사합니다.,1
10,…그럴지도 모르지.,3
11,나이스샷~~~,0
12,무겁잖아. 물통 이리 달라고.,3
13,   좋은 정보 정말 감사합니다.,0
14,메갈리아나 군부 심부라는 찌질이 남자들이나. 크크크,0
15, 한국배구 망친 장본인이다,2
16,"윤석열이고…. 좃이고, 김대중 잔당은 곧 죽는다.!!!…….....개대중의 핵폭탄 비리와 정몽헌의 억울한 죽음이 널리 알려졌다......",2
17,오늘 밤을 새워가면서 김연아 선수만 기다렸답니다!!,0
18,"아니, 혼자 가면 되지 뭘……",1
19,현대랑 다르네! 와우,3
20,키퍼 세이브 장면이 젤 멋있네,0
21,너한테 정도는 언론조작 안 해도 댈 듯 ㅋ,2
22,박 창조 최순실 다음 너야 발원 崧,2
23,저에겐 요리에 대한 두려움을 없애주신 것 같아요…….,0
24,"아니, 혼자 가면 되지 뭘……",0
25,"그거 다 애정 결핍이야. 자기 스스로 자길 사랑 안 해주니까 몸이 알아서 음식으로 대신 채우려고 그렇게 폭식하게 되는 거라고, 적당히 먹고, 적당히 움직이고, 적당히 싸고.. 응? ",3
26,진짜 대통령 하나 때문에 국민이 뭔 고생이고 ㅉ,2
27,나이스샷~~~,1
28,그러니까 왜 날 만나고 싶었느냐고요? 첫눈에 반했다는 말은 하지 말아요.,3
29,"맞아요~. ……뭐, 처음에는 아무래도 잘 안 될 거 같지만요.",0
30,휴대용 폭탄 하나 선물 받고 600호 뺏기겠내….,2
31, 그리고 태어나줘서 고마워요!,1
32, 그리고 태어나줘서 고마워요!,0
33,좋은 이미지…. 흥해라!!,1
34,……글쎄.,3
35,공짜에 환장했나 보다….,3
36,저에겐 요리에 대한 두려움을 없애주신 것 같아요…….,1
37,이러다 사람 죽겠다. 친구야. 변호사님 아직 소식 없어?,3
38,메갈리아나 군부 심부라는 찌질이 남자들이나. 크크크,1
39,이젠 로마도 일본 거라고 하겠네.,2
