,sentence,label
0,왜 고딩들도 아는 방산 비리를 국가는 모른척할까??? 도대체 왜???,2
1, 루이로 와줘서 정말 고마웠어.,0
2,혹시 너 만나는 사람 있냐?,3
3,마린시티에서 물고기를 잡았다는 사람도 있더라,3
4,우리 오랜만이다. 그렇지?,0
5,엠아이비 보고 싶다 앨범 좀….,0
6,이현승도 30억인데 차우찬이 95억이라니 크크크,3
7, 앙리 형 아스널 잠깐 와서 골 넣을 때 겁나 감동했었음.,1
8, 승과군 오늘 공개 카페 왔다 갔죠~,0
9,어쩔 수 없이 봤는데 최악의 영화였습니다. 30분은 멍하니…. 나머지 1시간은 방광 억제하며 힘들게 봤습니다. 0점은 안 되어서 1점….,2
10,바로 죽인다니요?,3
11,어떤 이유에서든 살육이나 도축이 재미 때문이라면 그건 학대라 했다….,2
12,올해 최고의 망언,2
13,전 세계가 똘똘 뭉쳐서 미국 죽이기를 해야 하나?,3
14,"일제 강점기에 사할린으로 강제노역 된 한인의 수는 4만 3천 명에 달하며, 이 가운데 상당수는 강제노역 등으로 사망하거나 일본의 패전 이후 사할린에서 생을 마감했다. 이걸 만든 애들은 자기네 나라가 우리 조상을 얼마나 많이 학살했는지 알 리 없겠지?",2
15,이건 안 봐도 되겠음,2
16, 승과군 오늘 공개 카페 왔다 갔죠~,1
17,내가 언제부터 선생과 동업자였습니까! 예?!!,2
18,장하다. 시위대 끝까지 평화집회 부탁해요. 화이팅입니다,0
19,빠져들지 않게 도와주셔서 감사합니다.,0
20,아.,3
21,우리 오랜만이다. 그렇지?,1
22,이 남자애 왜 이런 거에요? ㅠㅠ,3
23,빠져들지 않게 도와주셔서 감사합니다.,1
24,내가 필요해서 그래요. 자체적으로 상황정리 하세요.,3
25,많은 사람이 연 아양을 좋아하고 위대한 스케이팅이라고 한 이유.,1
26, 자랑스러워요,1
27,"약도 잘 먹고, 말도 잘 듣고, 참 착하다.",0
28, 루이로 와줘서 정말 고마웠어.,1
29,많은 사람이 연 아양을 좋아하고 위대한 스케이팅이라고 한 이유.,0
30, 자랑스러워요,0
31,저놈 지금 지옥에서 팔딱팔딱 영원히,2
32,매니저님 진짜 왜 이러세요. 저 돈 받으려고 도와드린 거 아니에요. 이렇게 사인도 다 받았는데.. 아닙니다!  ,3
33,아!! 재고 떨이???,3
34,삼족을 멸해야 하는 죄를 지었다면 그러는 것도…….,2
35, 앙리 형 아스널 잠깐 와서 골 넣을 때 겁나 감동했었음.,0
36,엠아이비 보고 싶다 앨범 좀….,1
37,"약도 잘 먹고, 말도 잘 듣고, 참 착하다.",1
38,장하다. 시위대 끝까지 평화집회 부탁해요. 화이팅입니다,1
39,여기저기 웃고 다니면서 애들 홀리고 다니는 거잖아.,2
