,sentence,label
0,조정석 너무 좋다!!! 앞으로도 응원할게요~,1
1,기사 제목만 보고 터졌다 크크크,0
2,어려운 재료가 아닌 것으로 간편한 음식 알려주셔서 고맙습니다.,1
3,양심 있는 시민 여러분 고맙습니다,1
4,헐 슈 감독 인터뷰 보고 ? 데뷔전 소감인 줄,3
5,이런 거 꼭 기사화해야 되니?,3
6,기사 제목만 보고 터졌다 크크크,1
7,박재범 멋지다,1
8,자기도 얹혀살면서! 왜 나한테 지랄이야.,2
9,항상 하는 일 잘 되시고…. 요리 쉽게 하시는 법 알려주셔서 감사합니다.,0
10,오랜만이시면 얼마나….,3
11, 그게 느껴질 정도인데….,3
12,나 그냥 잡혀 살게.,3
13,평생 감옥에서 못 나오게 해라 이개쉐드라ㅋ,2
14,항상 좋은 일 있길 바랄게요. 흐흐흐,0
15,멋진 친구네여,0
16,뭐야~ 일본 쓰레기들이 정권 쥐고 있는 거야~,2
17,원래는 피웠는데 끊었어요. 조카가 집에 너무 자주 놀러 와서 혹시라도 영향 줄까 봐요.,3
18,"도서정가제, 단통법 시장경제를 역행하는 대표적인 악법",2
19,개그우먼 이세영인 줄….,3
20,어려운 재료가 아닌 것으로 간편한 음식 알려주셔서 고맙습니다.,0
21,제목이 동반 자살이더니 시리즈도 동반 자살,2
22,엄청난 예술 재능으로 만화가라니， 그래도 되는 건가요?,3
23,일 되게 잘되나 보네? 집엔 들어올 생각도 안 하고?,0
24,왜 그게 문제야!,3
25,상대는 흉기를 휘두르며 저항하는데 무슨 문명적 조치를 기대하냐,2
26,"이장우는 수준이 안되니까, 억지 발언으로 도적무리에 끼어보려 발버둥.. 참.. 코미디다 코미디….",2
27,박재범 멋지다,0
28,저 변명대리인단 얼마나 가는지 한번 보자….,2
29,독재자 아버지에게 정말 나쁜 것만 배웠군….,2
30,양심 있는 시민 여러분 고맙습니다,0
31,일 되게 잘되나 보네? 집엔 들어올 생각도 안 하고?,1
32,항상 좋은 일 있길 바랄게요. 흐흐흐,1
33,백 선생님 응원합니다….,1
34,멋진 친구네여,1
35,백 선생님 응원합니다….,0
36,내 평생 이렇게 답답한영화는첨이다 ㅡㅡ. 아 짜증 나,2
37,난 많이 힘들던데. 난 되게 많이 힘들었는데 그동안,3
38,조정석 너무 좋다!!! 앞으로도 응원할게요~,0
39,항상 하는 일 잘 되시고…. 요리 쉽게 하시는 법 알려주셔서 감사합니다.,1
