,sentence,label
0,별수 없지 뭐. 가라앉길 기다리는 수밖에.,3
1,"닭 사모, 수구꼴통 할아버지들 세뇌 단단히 당해서 증거 있어도 조작이라고 박박 우기는 또라이 집단들….",2
2,국내 부자들은 한두 푼 더 처먹으려고 계획 중인데 빌 게이츠는 저런 계획을 세우고 있었다니 참 대단한 분이시네,0
3,피디보고 나한테 전화 좀 해달라 그래. 촬영이 언제 끝나지?,3
4,내 앞에서 히포크라테스 선서 이딴 말 하지 마. 무조건! 무슨 수를 써서라도 사형장에만 들어갈 수 있게 해놔.,3
5,진짜 실력 있는 요리사들은 방송 나와서 저딴 짓 안 해.,2
6,국내 부자들은 한두 푼 더 처먹으려고 계획 중인데 빌 게이츠는 저런 계획을 세우고 있었다니 참 대단한 분이시네,1
7,하루살이 가을야구... 생명 연장!!! 고마워요. 오지사또 크크크,0
8,이걸 기사라고 ?,2
9,고문 기술자 이근안을 특검으로~!,0
10,저 정말 결혼 안 했어요. 저 총각이에요.,2
11, 그 넘치는 감동이란 말로 표현 못 하죠.,0
12,개인적으로 8:45 heaven 젤 좋았음 초 명곡 덜덜,0
13, 그래도 대한민국 살만하다.,0
14, 국민이 없으면 기업도 없다.,2
15, 그래도 대한민국 살만하다.,1
16,"치이... 음악제 나간다는 곡 다 만들었어? 다 만들면 들어봐 주기로 했잖아, 내가. ",3
17,앞으로도 더 좋은 요리 레시피 부탁드립니다,1
18,고문 기술자 이근안을 특검으로~!,1
19,박근혜스럽. 박근혜스럽.,2
20,축하드립니다~~!!!,1
21,다 조사해봐라 롯데호텔 시시티브이 확인해봐라,2
22,성인인 두 사람의 선택입니다.,3
23, 슈틸리케 명감독 아님.,2
24,? 부들부들 하고 있겠네 ㅋㅋ,0
25, 그 넘치는 감동이란 말로 표현 못 하죠.,1
26,"그냥 생각할 게 좀 있어서, ",3
27,? 부들부들 하고 있겠네 ㅋㅋ,1
28,백 선생님의 요리를 보면서 요리의 자신감과 흥미를 갖게 되어 정말 감사드리고 너무 쉽게 지도해주셔 매혹이 됨입니다 감사해요~,0
29,백 선생님의 요리를 보면서 요리의 자신감과 흥미를 갖게 되어 정말 감사드리고 너무 쉽게 지도해주셔 매혹이 됨입니다 감사해요~,1
30,축하드립니다~~!!!,0
31, 저 사람이 교수라니….,3
32,이거 언제 적에 떴던 거냐…….,3
33,나 자기 마누라 찾아가서 담판 질 거야,3
34,개인적으로 8:45 heaven 젤 좋았음 초 명곡 덜덜,1
35,하루살이 가을야구... 생명 연장!!! 고마워요. 오지사또 크크크,1
36,앞으로도 더 좋은 요리 레시피 부탁드립니다,0
37,무슨 소리야? 누군 약속 없어서 거기 가? 사람 정말.. 무조건 같이 가. 사과 하루이틀새? 진짜 어이없어. 이거 안 마실래.,2
38,"오빠랑 나랑 솔직히 파릇파릇 신혼이라고 할 수나 있냐? 누가 봐도 결혼 5년은 된 커플이지. 그럼 집 하나 정도는 장만해서 시작해야지. 그래도 꾸역꾸역 직장 생활 8년 했다고 이리저리 통장 정리해 보니까, 조금 돈이 되든 데?",3
39,"어질러, 그러지 마. ",2
