,sentence,label
0,빔 벤더스를 욕보이는 짓이었다 이 영화는…….,2
1,허니문 먼저라니….,3
2, 애청자 입장에서,3
3, 그 말이 그렇게 기분이 나쁩니까?,3
4,성관계를 목격했습니다.,3
5, 진짜 쇼 챔 1위 못할까 봐 심장 졸이면서 기다렸는데 1위라니 정말 수고 많이 하셨어요 ㅠㅠ,0
6,알았어요. 알았어. 2만 5천 원!,2
7,미친 개 잘생겼어,1
8,서든 워 페어 어떻게 됨??,3
9,"그만하자. 오빠는 네가 왜 이런 소모적인 일에 집착하는지 이해할 수가 없다. 이런 일에 신경 쓸 시간 있으면, 너, 어머니 생각, 안 하니? ",3
10,"넣어? 맘 이쁘게 안 쓰면, 찍는 거 답 사이로 막 가라고 염력 보낸다?",1
11,이 영화가 뭘 말하려고 하는가 생각하기 전에 잠에 빠진다…….,2
12,서민들과 연관된 건 전부 올릴 속셈이군,3
13,8. 꽃 들고 사랑한다고 말해 주기 9.,0
14,"넣어? 맘 이쁘게 안 쓰면, 찍는 거 답 사이로 막 가라고 염력 보낸다?",0
15,예. 잠도 재워주고 돈도 많이 주는 데 찾았어요.,3
16,돈 리치면 부자겠네! ㅋㅋㅋ,1
17,박근혜스럽. 박근혜스럽.,2
18,엄마부대가 아니라 신천지 똘마니들 아님?,2
19,늦는다니까. 왜 왔어요? 진짜 엄청나게 늦음 어쩌려고.,3
20,밭떼기로 산다는 사람이 있는데 흥정해봐야지.,0
21,화장실은 어딨어요?,2
22,크크크 이 참에 변기 청소 싹 해라,1
23,진심으로 생일 축하드려요!!!,1
24,아. 소시 그만 좀 해라 진짜.,2
25,너는 어떻게 하겠나?,3
26,돈 리치면 부자겠네! ㅋㅋㅋ,0
27,비투비 화이팅 ㅠㅠㅠ 1곡마저 잘렸지만 계속 응원할게요! ㅠㅠ♡,0
28,유재석 오라버니 해피투게더 봤어요,0
29,밭떼기로 산다는 사람이 있는데 흥정해봐야지.,1
30,하여간 휴대전화 판매들이 문제임 프리미엄폰 가치를 떨어뜨리는,2
31,유재석 오라버니 해피투게더 봤어요,1
32,비투비 화이팅 ㅠㅠㅠ 1곡마저 잘렸지만 계속 응원할게요! ㅠㅠ♡,1
33,"아니~~아니~~아니~~ 동안, 노안은 어쩔 수 없는 유전. 돈으로 노안을 막을 수는 있음.",2
34,환장하겠네!!!,2
35,8. 꽃 들고 사랑한다고 말해 주기 9.,1
36, 진짜 쇼 챔 1위 못할까 봐 심장 졸이면서 기다렸는데 1위라니 정말 수고 많이 하셨어요 ㅠㅠ,1
37,미친 개 잘생겼어,0
38,진심으로 생일 축하드려요!!!,0
39,크크크 이 참에 변기 청소 싹 해라,0
