,sentence,label
0,이젠 기자도 친일이냐?,3
1,홍콩하고 한국하고 왔다 갔다 합니다.,2
2, 무척 이쁘네요~,1
3,인물도 곱고 맘씨도 아름다워서~~♡♡♡,0
4,소방관님들 정말 자랑스럽습니다,0
5,저…. 아저씨….,0
6,저년은 국민들을 괴롭히고 다 죽이려고 대통령 됐다.,2
7, 몇 번이 나;;,3
8,이래서 무식하고 고집 센 년은 피곤하다니까….,2
9,2.9Wh를 충전하기 위해 19.2Wh의 전력을 소비한다는 말이잖아?,3
10, 우리나라의 힘입니다.,1
11,가서 ? 가자,0
12,인물도 곱고 맘씨도 아름다워서~~♡♡♡,1
13,에에? 못해요. 저!,3
14, 한 획을 거신 분이네요,1
15,지금까지 손흥민 경기 보면 암 걸리는 기분이었는데 엊그제는 진짜 아주 잘했다.,1
16,고생했어요. 좋은성적 따내시길!,0
17,고생했어요. 좋은성적 따내시길!,1
18, 한 획을 거신 분이네요,0
19,모두 삼성이 우승할 거라곤 생각도 안 했을 거다.,3
20, 더는 안 되겠습니다~!!,2
21,저 정신병자 일베충. 닭사모. 틀딱새끼들 한강 물 얼기 전에 수장 시켜 버려라. 개쑤레기 새끼들~,2
22,지금까지 손흥민 경기 보면 암 걸리는 기분이었는데 엊그제는 진짜 아주 잘했다.,0
23,벌써 고3이네요…….,3
24,"그래! 5%! 그 돈이면 따님 비 안 맞아도 되고! 집 이사도! 에이! 암튼 내가 거기 투자 좀 하자고! 그 후배분 좀 만나게 해줘요, 나? 응? 다른 꾼들 덤비기 전에 빨리 선수 쳐야 한다니까? 예? 과장님! ",2
25,... 기특해서. 귀여워서. ,1
26,……목표가 안 됐어. 잊어버려. 이상한 소릴 했네.,3
27,능력이 없는데 큰 자리에 앉아있다 보니 내려오기 싫은 거 안다.,2
28,이참에 조선족 것들도 다 쫓아내자,2
29,저…. 아저씨….,1
30,우리나라는 예전부터 있었음~ 계란이 왔어요~,2
31,그런 짓거리 하는 의원이 ?~~~,3
32,그냥 아직 만날 준비가 안 돼서 그런건가요?,3
33,소방관님들 정말 자랑스럽습니다,1
34,얼마 전 동생이 동거하고 있다는걸 알게 되었습니다,3
35,... 기특해서. 귀여워서. ,0
36, 무척 이쁘네요~,0
37,아래 평점에 속았다….,2
38,가서 ? 가자,1
39, 우리나라의 힘입니다.,0
