,sentence,label
0,나를 쫓아내자는 결의서에... 서명 왜 안 했습니까.,2
1,김태희가 독실한 신자라 만일 결혼하면 혼배성사를 하지 않을까 싶긴 했는데... 여튼 축하합니다♡,0
2, 요리를 잘하지 못하는 저에게는 정말 많은 도움이 되었습니다.,0
3,생선 굽냐???,3
4,정말 이게 대통령이나 삶이 허무하고 자괴감이 든다.,2
5, 깜깜한 암흑의 공간인 줄 알았는데 빛나는 수많은 별이 반짝거리고 있더라고요.,0
6,1년 반가량 사귀다가 전 여자친구가 바람을 피워서 헤어지게 됐어요,2
7,네가 뭘 책임져?,2
8,ㅋㅋ 언론인 들어가니 까기 바쁘구나! 언론의 중립성은 밥그릇 앞에 패대기니 정말 안타깝네요,2
9, 장시호 인가하는 게 연예인들 몰고 다녔다는데,3
10,무슨 볼일이 있으셔서 이렇게 아침부터 찾아오셨어요? 또 돈 갚으시게요? 하하하.,2
11,과학자들은 일반인과 생각 차이가 있는 듯 그래서 과학자 인 듯 하네요,3
12,항상잼나게  방송해주시니 감사합니다.,1
13, 요리를 잘하지 못하는 저에게는 정말 많은 도움이 되었습니다.,1
14,외부충격을 어떻게 했길래 터져 크크크,3
15,아니면 내가 신기하게 생겨서 그런 거냐??,3
16, 깜깜한 암흑의 공간인 줄 알았는데 빛나는 수많은 별이 반짝거리고 있더라고요.,1
17,그렇게 인사를 신중하게 했다면서 고작 임명한 인간들이 윤창중 윤진숙이여? ㅋㅋ,2
18,항상잼나게  방송해주시니 감사합니다.,0
19,정은아 한 번 더 핵 쏴라 히로시마에다가 순간 삭제 시켜라,2
20,개 공장을 다 폐쇄해라.,2
21,고맙다. 새누리 잔챙이들.,0
22,나눠 갖는 거야.,3
23,기준이 우스워졌네~~~~ ㅋㅋ,0
24,기준이 우스워졌네~~~~ ㅋㅋ,1
25,"거, 거기 투자! 내, 내가 할게요! 내가!",3
26,요즘 어떻게 지내.,3
27,응 반기문은 아니야!,2
28,선생님 진짜 무서웠거든. 맨날 손바닥 맞고.,3
29,어머나~머리 스타일 하나로 이리 바뀌는구나~~귀엽네~~~,0
30,고맙다. 새누리 잔챙이들.,1
31,역시 방위산업도 삼성!!!,1
32,김태희가 독실한 신자라 만일 결혼하면 혼배성사를 하지 않을까 싶긴 했는데... 여튼 축하합니다♡,1
33,역시 방위산업도 삼성!!!,0
34, 김. 진·선. 도니오빠 참 좋아요.///^-^,0
35,뭘요?,3
36,팬 카페 여러분도 주말 잘 보냈지요,1
37,팬 카페 여러분도 주말 잘 보냈지요,0
38,어머나~머리 스타일 하나로 이리 바뀌는구나~~귀엽네~~~,1
39, 김. 진·선. 도니오빠 참 좋아요.///^-^,1
