,sentence,label
0,"그리고, 저 그렇게 무모하진 않아요. 이렇게 믿는 구석이 있으니까 나설 수 있었죠.",3
1,"근데 언니, 우리 가는 거 식구들한텐 언제 얘기할 거야?",1
2,"그럼, 저 가볼게요.",2
3, 해 연구조차 45명.,0
4,p 사에서 나온 앗**다이어트 도시락치곤 메뉴가 우월하다.,3
5,김성욱 새끼 그 와중에 잘생겼네,1
6,만세~! 그럼 얼른 가자!,3
7,"근데 언니, 우리 가는 거 식구들한텐 언제 얘기할 거야?",0
8,국회의원은 박근혜를 탄핵하라,2
9,아프리카 우간다 법보다 미개하네….,2
10,백 주부님 덕분에 와이프에게 사랑받고 있어요~~,0
11,"최고의 영화…!,",1
12,이미 캠코더인 거 다 말해 놓고 깜짝 놀라기는.,0
13,마지막은 미리 찍어둔 거군요….,3
14,이미 캠코더인 거 다 말해 놓고 깜짝 놀라기는.,1
15,전 가무도 좋아해요.,3
16,백 주부님 덕분에 와이프에게 사랑받고 있어요~~,1
17,"어, 조금.",3
18,무슨 소리야? 학교를 그만두다니? 네가 어떤 애인데? 네가 어떤 애인데 그런 하잘 것 없는 일을 해!,2
19,뉴스 제목만 보고 육성으로 터졌다. 크크크,1
20,1점 주기도 아깝다.,2
21,으응?,0
22,"근데 진짜 어떻게 터는 거지;,;",3
23,쓸데없는 베드신 너무 많고 이게 팔 점대라니 ?,2
24,김성욱 새끼 그 와중에 잘생겼네,0
25,"최고의 영화…!,",0
26,쓰레기 한국 정부~~~!,2
27,역시! 너는 현모양처다! 조금만 참아라! 이제 일 그만두고 집에서 살림만 하게 해줄게!,3
28,  글구 카페 쥔장님 감사요.!,0
29,뉴스 제목만 보고 육성으로 터졌다. 크크크,0
30, 요즘은 스포츠 뉴스를 보면 너무 기분 좋은 거 있죠?,1
31,으응?,1
32, 해 연구조차 45명.,1
33,여성하고 범죄하고 무슨 관계?,3
34,헌재를 변호사가 협박하냐?,2
35,개보다 못한 놈들. 1점 주기도 아깝다. 쯧쯧,2
36,넌! 웃지 마! 재수 없어,2
37,  글구 카페 쥔장님 감사요.!,1
38,그 차.. 처음부터 운전 안 했죠?,3
39, 요즘은 스포츠 뉴스를 보면 너무 기분 좋은 거 있죠?,0
