,sentence,label
0,그래서요. 지금 나보고 어쩌라는 겁니까?,2
1,전자기기랑 물은 상극인 거 모르냐 자동차랑 바닷물이 상극인 거처럼 이거야,3
2,유승호 군대 일찍 잘 다녀와서 이제 흥할 일만 남음,1
3,담배 피우는 부분 넘나 퇴폐 잘하고 섹시해서 초 깜짝 놀랐어요. ㅎㄷㄷ,3
4,"여자 연예인보다 남자 연예인한테 더 자극됨,",1
5,연예인들은 왜 이리 짧게 느껴지냐,3
6,"최악의 영화, 시간 아닐까….",2
7, 누구처럼 Siri 지시에 따르느라 전화 기다리는 게 아니고 말이다!!!,2
8,"여자 연예인보다 남자 연예인한테 더 자극됨,",0
9,서민들과 연관된 건 전부 올릴 속셈이군,3
10,배신의 대가는 톡톡히 치러야지?,2
11,그럼. 어려서 일이라. 기억이 별로 없겠지.,0
12,백 선생님 덕분에 음식을 쉬게 접할 수 있고 대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고 일주일이 기다려진답니다.,1
13,"형수, 아이 못 가지는 거로 단정 짓지 마요. 약물 치료하면 좋은 상황으로 바뀔 수도 있어요.",3
14,아는 오빠가 저한테 짜증 한번 안 내고 잘 놀아줬는데,1
15,유승호 군대 일찍 잘 다녀와서 이제 흥할 일만 남음,0
16,텔레토비가 더 재밌겠다,2
17,나 아무렇지 않은데.,1
18,너무 화가 나서 말이 안 나옵니다 어떻게이런일이….,3
19,나 아무렇지 않은데.,0
20,역시 돈이 있고 봐야 하는 거야 모야,2
21,배우대표작은 아닐 수도 있겠지만 진짜 내 대표작 될 각이네요,1
22,그럼. 어려서 일이라. 기억이 별로 없겠지.,1
23,"도대체 이 나란, 뭐가 진실인지 모르겠다.",2
24,배우대표작은 아닐 수도 있겠지만 진짜 내 대표작 될 각이네요,0
25,이건 시간 보내기용에도 못 미친다. 시간이 아깝다.,2
26, 제일 멋있어,1
27,지금 쪽빠리 걱정 할때냐???!,2
28,2차 쿠데타에 대한 공포가 아니라 이슬람근본주의 국가로 바꾸려는 것!,3
29,백 선생님 덕분에 음식을 쉬게 접할 수 있고 대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고 일주일이 기다려진답니다.,0
30,당연히 아니지! 타인을 배제하기 전에 너 자신을 어떻게 좀 해봐!,3
31, 그래서 이야기해보니깐 한두 번이 아니었어요,3
32,아는 오빠가 저한테 짜증 한번 안 내고 잘 놀아줬는데,0
33,박초롱 윤보미 정은지 손나은 홍유경 김남주 오하영 에이핑크♡핑크 판다 영원하여지자!!,0
34, 제가 이상한 건가….,3
35,박초롱 윤보미 정은지 손나은 홍유경 김남주 오하영 에이핑크♡핑크 판다 영원하여지자!!,1
36, 제일 멋있어,0
37,대상 축하해요~! 강철 연기 너무 좋았어요,1
38,대상 축하해요~! 강철 연기 너무 좋았어요,0
39,언제 나왔냐?,2
