,sentence,label
0,그러니까 언제쯤 온다고?! 왜 말이 없나?!,2
1,"박근혜는 미용, 최순실이 업무... 아 몰라",2
2,기아하고는 전혀 상관없는데 잘 키워,0
3,나 일 계속해야 되는데요.,0
4,넌 닥치고 지옥으로 꺼져,2
5,아주 완벽히 잘했구먼….,1
6,미워해야 하는데 잘 헤어졌다고 머리로 아무리 생각하려고 해도? 잘 안되네요,2
7,있어. 콜라 좋아하니?,1
8,탑 kt 우세. 정글 미드 로봇 스키우세,1
9, 이름부터 아연이…. ㄷㄷ,3
10,이거 재밌네요. 신고,1
11,그건 비약이 너무 심하신 거고요.,2
12,강호동 씨 돌아와서 좋아 요긴데 작가님아 생각이없지요? 네살짜리꼬마아이에게섹시? 섹시현아? 쓸표현입니까? 저번에이런비슷한일로제작진이사고하더만여전하네요 강호 동 씨도 팬이고 내빈분들도 팬이지만 어리석은 표현과 경솔한 작가님 및 제작진 때문에 글 올립니다,1
13,탑 kt 우세. 정글 미드 로봇 스키우세,0
14,저거 프로펠러 위험한 거 아닌가,3
15,아이 만화 마저 북유럽 영화다운 지루함,2
16,Mom은 주심 이다. 크크크 카타르 최고의 선수더라,3
17,"그렇게 생각도 안 해보고 대답하지 말고, 한 번만 진지하게 생각해봐,",3
18,김구라. 확실한부정 웃겨요,1
19,저번에 왔을 때도 이랬어?,1
20,나 일 계속해야 되는데요.,1
21,괜히 그 나이 때까지 놔두겠어요?,2
22,네. 세상에서 저한텐 이 여자뿐입니다.,2
23,강호동 씨 돌아와서 좋아 요긴데 작가님아 생각이없지요? 네살짜리꼬마아이에게섹시? 섹시현아? 쓸표현입니까? 저번에이런비슷한일로제작진이사고하더만여전하네요 강호 동 씨도 팬이고 내빈분들도 팬이지만 어리석은 표현과 경솔한 작가님 및 제작진 때문에 글 올립니다,0
24,공부밖에 할 일이 없는 거겠지!,3
25,기타 감독감이 아니다.,3
26,아주 완벽히 잘했구먼….,0
27,저기요.. 월드컵 진출 못 하면 당신 잘려요 지금 한국 눈높이가 어느 정도인데 저런 말을 쉽게 내뱉을까….,2
28,모두 수고하셨어요^^,0
29,있어. 콜라 좋아하니?,0
30,삼성 돈이 최고야?,3
31,이름이~여단 분량 원하시는 분들만 보면 됨. 스토리도 연출도 진행도 하나같이 거지 같고 기성전병임. 원작 후광으로 겨우 이 정도 평점인 듯. 그냥 총체적 난국에 가면 갈수록 심란.,2
32,저번에 왔을 때도 이랬어?,0
33,이거 재밌네요. 신고,0
34,모두 수고하셨어요^^,1
35,기아하고는 전혀 상관없는데 잘 키워,1
36,김구라. 확실한부정 웃겨요,0
37,실제로 보니까 생각보다 작고 형편없는 글 순화케 생겼던데 그 얼굴로 맨날 만취해서 운전? ㅋ,3
38,너무 많이 구운 거 아닐까요?,3
39,미친!!! 말이되나???,3
