,sentence,label
0,정말 개봉이 된 걸까? .... 나름대로 일류가 있으면 삼류도 있는 거 인정은 하지만... 어떻게 이런 수준의 영화가 개봉한다고 버젓이 있을까….,2
1,사람의 호기심을 유발하는데 탁월한 재능이 있는 일본의 dvd/VHS,0
2,마지막은 미리 찍어둔 거군요….,3
3,안과 밖에서 바쁘네! 힘내라 대한민국!,1
4, 정말 감사합니다.,0
5,재밌네요 하하 꽃 놓고 가요~~,1
6,왕팬일 예요….,1
7, 정말 감사합니다.,1
8,재밌네요 하하 꽃 놓고 가요~~,0
9,건전지는 내가 가지고 있다!,3
10,크크크 흑역사라 하긴 뭐한데 그 내가 쓴 댓글 보기 하는 거 있잖아,0
11,일 되게 잘되나 보네? 집엔 들어올 생각도 안 하고?,1
12,해외 취업하고 그것도 안 되면 봉사 활동하라는 사람도 있던데…. ㅋ,3
13, 50여 년을 혜택받으면 이젠 좀 서민들 등골 그만 빼먹고 던 만 잔뜩 싸아놓지 말고 경쟁력이나 키워라!,2
14,안과 밖에서 바쁘네! 힘내라 대한민국!,0
15,왕팬일 예요….,0
16,오늘은 일주일 동안 기다렸어~~♥♥♥,0
17,못 봤는데…. 으잉? AC일. 기어이. 기어이 일을 저질렀어!,3
18,원인 규명이 되었다니 다행이네요. 보완작업 잘하고 기능 추가해서 완벽한 갤노트8이 빨리 나오길 기다리고 있겠습니다.,1
19,모르면 가만있던지,2
20, 데뷔한 지 얼마 안 된 것 같지만 벌써 1주년이 지나고 오빠도 데뷔하고 두 번째 생일이네요.,1
21, 데뷔한 지 얼마 안 된 것 같지만 벌써 1주년이 지나고 오빠도 데뷔하고 두 번째 생일이네요.,0
22,"그래, 그러지 뭐. 아, 그럼 오늘 저녁은 어때? ",3
23,대통령을 잘 못 뽑아놨더니 이 나라가 망해가는 거 같네요….,2
24,차범근 축구교실 가족 끼리끼리 해쳐 먹은 너 말할 자격 없다…. 이늠아….,2
25,원인 규명이 되었다니 다행이네요. 보완작업 잘하고 기능 추가해서 완벽한 갤노트8이 빨리 나오길 기다리고 있겠습니다.,0
26,난 모르는 사람하고 어디 안 가요. ,2
27,오늘은 일주일 동안 기다렸어~~♥♥♥,1
28,일 되게 잘되나 보네? 집엔 들어올 생각도 안 하고?,0
29,친일세력??,3
30,어. 구슬이 옆에 있으니까 훨씬 덜 아파. 그러니까 나 다 나을 때까지만 잠깐 옆에 있어 주어라.,3
31,"네, 네! 죄송해요, 저 진짜 용무가 있어서 왔거든요!",3
32,일본에 현대차 다니는 거 봤나?,3
33,거짓말.. 돈 더 주면 다른 데 갈 거잖아,2
34,크크크 흑역사라 하긴 뭐한데 그 내가 쓴 댓글 보기 하는 거 있잖아,1
35,괜찮아. 내 병은 내가 안다. 아- 겁먹을 필요 없대도-,3
36,언론이 잘못한 거야,2
37,아! 몰라! 완전 의리 없어!,2
38, 일일이 사람한테 다가가서 칼을 휘둘러서 저렇게 살해했다는 거잖아….,2
39,사람의 호기심을 유발하는데 탁월한 재능이 있는 일본의 dvd/VHS,1
