,sentence,label
0,지금 볼만한 영화가 없긴 함…. 타이밍 굿,1
1,중국이나 일본 계란 놔두고 뭔 미국 계란이냐?,3
2,왜.. 무슨 일인데?,3
3,왜냐면 우리들이 믿는 만큼 오빠도 자신을 믿으실 테니까요.,1
4,이번 경기는 손흥민 때문에 이겼다,0
5,"그 나이에 그런 남자 찾기 쉽지 않다는 거 이미 겪어봐서 알잖아요. 바람둥이도 겪어보고, 유부남도 겪어보고. ",3
6,좀 내리지? ,2
7,근데 주변에 제 친구들 보면 1~2년 연앤데도 남자친구 부모님이랑 자주 만나서 식사도 하고 그러더라고요…….,3
8,그리고 요즘에 너무 뿌듯해요….,1
9,눈은 개뿔 허언증 아주 저네,2
10,계속되는 맛있는 음식 쉽게 할 수 있어서 고마워유!!~~  ㅎㅎ,0
11,? 우병우 잡힐 때까지~~,2
12,사장님 존경합니다,1
13,근데 이게 좀이 상한 것이 진도 1.9가 이렇게까지 소리가 크게 나고 땅이 울릴까?,3
14,계속되는 맛있는 음식 쉽게 할 수 있어서 고마워유!!~~  ㅎㅎ,1
15,그리고 월요일도 잘 보냈는데 화요일이 되었네요,1
16,왜냐면 우리들이 믿는 만큼 오빠도 자신을 믿으실 테니까요.,0
17,10대요???,3
18, 승과군 오늘 공개 카페 왔다 갔죠~,0
19,대한민국과 일본이 힘을 합하여 북한을 괴멸시킵시다.,2
20,나눠 갖는 거야.,3
21,저 피지컬을 4.5억에 판다고???,3
22,마케팅비에 과징금에…. 헐…. 정부는 과징금을 외워진다는 것이 가져가는 건가?,3
23,조선이 웬일로 이런 보도를 하지???,3
24,그리고 요즘에 너무 뿌듯해요….,0
25,정말 시시함…. 본것이 후회됨…. ㅡㅡ;,2
26,사장님 존경합니다,0
27,지금 볼만한 영화가 없긴 함…. 타이밍 굿,0
28,박 예쁜 빠수니 죄다 OO 없어져 버려,2
29,진짜 명경기였어요. 보면서 탄성이 나왔네요. 그리고 버티는 게 큰,1
30,그리고 월요일도 잘 보냈는데 화요일이 되었네요,0
31, 승과군 오늘 공개 카페 왔다 갔죠~,1
32, 온 국민이 널 찢어버릴 준비를 하고 있다.,2
33,21세기판 팔만대장경. 크크크 지린다.,1
34,21세기판 팔만대장경. 크크크 지린다.,0
35,이럴 줄 몰랐지. 아... 힘들어. 며칠 동안. 십 년은 늙어버린 기분이야.,2
36,확 나 오함마로 빻아 벌라,2
37,이번 경기는 손흥민 때문에 이겼다,1
38,법이 필요 없는 년 비 오는 날 먼지 나도록 패야 해,2
39,진짜 명경기였어요. 보면서 탄성이 나왔네요. 그리고 버티는 게 큰,0
