,sentence,label
0,벌써 9월 5일이라는 시간이 다가왔네요!,1
1,벌써 9월 5일이라는 시간이 다가왔네요!,0
2,하 씨 진짜.,2
3,너무 몰입돼서 오랜만에 좋은 드라마 봅니다~~연기 너무 잘하세요,1
4,터 보내고 황재균 영입하면 간단히 머물 되네,2
5,진짜 제일 좋아하는 야구선수 김병현. 진심 멋지다.,0
6,박명수 씨…. 복 받으시길….,1
7,뭐라니? ㅋㅋ 쥐새끼들은 저 기저 뭐냐 그래 ? 꼴찌 다툼이나 해라,2
8,이러면 어떻게 해!,3
9,진짜 제일 좋아하는 야구선수 김병현. 진심 멋지다.,1
10, 아... 왜 또 평일이야? ,2
11,감동이네요^^ 화이팅!!,1
12,감동이네요^^ 화이팅!!,0
13,도둑놈임?,3
14,그러시면 안 되는데~,3
15, 오재원이 뒤풀이할 때 내 속이 다 후련하더라,1
16,이게 다 최순실 닭 때문이다. 저런거 다 눈감아주고….,2
17,원숭이가 서울을 파괴하고 있어!,3
18,예전에 소녀상 없앤다는 소문 있어서 불안했는데 다행이네요….,0
19, 한국은 망해야 한다.,2
20,엄마의 힘은 위대하다.,0
21,예전에 이수경 드라마 '며느리 전성시대'의 이 수경역과 현실이 비슷해서 신기. 크크크 팬입니다,0
22,그냥 발상의 전환으로 사귀는 사이라고 하면 어때?,3
23,사약 처 묵이고 싶다 OOO 찬 년,2
24, 항상 감사합니다.,0
25,"아니요, 그럴 수도 있죠. 일이 힘드시죠?",3
26,앵 백혈병이 9개월 만에 치료가 되는 거라고? ㅎㄷㄷㄷㄷㄷㄷㄷㄷㄷ슈퍼 사이 어린이냐? ㅎㄷㄷㄷ,3
27, 항상 감사합니다.,1
28, 오재원이 뒤풀이할 때 내 속이 다 후련하더라,0
29,제작진이 시즌 2 하기 싫어서 일부러 자살골 넣었네! 천재다,3
30,너무 몰입돼서 오랜만에 좋은 드라마 봅니다~~연기 너무 잘하세요,0
31,예전에 이수경 드라마 '며느리 전성시대'의 이 수경역과 현실이 비슷해서 신기. 크크크 팬입니다,1
32,자기 눈 가리고 아웅 해봤자 다 밝혀진다.,2
33,외계인이 이 나라 조종해서 3차 세계대전이나 일으키지 증오스럽다,2
34,예전에 소녀상 없앤다는 소문 있어서 불안했는데 다행이네요….,1
35, 삼성이 이번에 완승이네 600배 덜덜,3
36,뭐 이런 시끼가 다 있냐 크크크,3
37,돈을 왜 더 받아. 크크크,2
38,박명수 씨…. 복 받으시길….,0
39,엄마의 힘은 위대하다.,1
