,sentence,label
0,아니 왜 저래;;이번엔 여자야? 진짜대단하다ㅡㅡ,3
1,와 류준열 소다 소,3
2,정말 깜짝 놀라게 하네.,1
3,유재석 오라버니 또다시 월요일 시작하네요,1
4,???첼시가 이길 텐데,0
5,???첼시가 이길 텐데,1
6, 그리고 대상 축하드립니다~~~,1
7,"홍철, 길 본다 ㅅ",1
8,"아니, 그게 아니고.. 이런 거야말로 반장의 특기 분야잖아.",3
9,하나가 살면 하나가 죽어야 한다고 하더니 이제는 둘 다 살기 위해서는 같이 있지 말고 헤어져야 한다는 거냐?,0
10,어제 눈 계속 왔는데 왜 사진에는 눈이 없죠??,3
11,내가 차고 싶어서 찬 게 아니잖아!,3
12, 아가의 탄생도 아름다운 순간!,1
13,아까부터 자꾸 왜,2
14,근데 저 새끼들 광우병 때도 촛불 들고 설쳤지???,2
15,정말 깜짝 놀라게 하네.,0
16,할머니 그러면 조심해서 들어가세요,3
17,저 집안은 씨를 말려야 한다고 봄 물론 어린 손자가 무슨 죄겠습니까마는 그것 역시 팔자지요.,2
18,"홍철, 길 본다 ㅅ",0
19,우와 아베 멋있다.,1
20,너야말로 봤잖아.,3
21,무슨 일 있는 거 아니고요?,0
22,네이버 뉴스 댓글은 원래 백수들 놀이터 아니냐?,2
23,근데 나 남잔 데 이런 손님이 있어?,3
24,네? 제가요?,2
25,우와 아베 멋있다.,0
26,그게 주요 등산로가 사찰 소유 땅이어서 입장료 받는 거 아님?,3
27,나가세요? ,2
28,무슨 일 있는 거 아니고요?,1
29,"어떤 놈인지 참 비위도 좋다…. 저런걸, 으휴….",3
30,아 정말로 샤이니 키인 줄 알고 애들이랑 울뻔했네! ㅋㅋㅋㅋㅋㅋ,0
31,아 정말로 샤이니 키인 줄 알고 애들이랑 울뻔했네! ㅋㅋㅋㅋㅋㅋ,1
32, 그리고 대상 축하드립니다~~~,0
33,정신병자 치매 오셨나 봐요,2
34,당신은 어디서 태어났는가??,2
35,유재석 오라버니 또다시 월요일 시작하네요,0
36,먹는 것도 아니고 4+1 라면사서 업체 실수로 수프 하나 빠져서 리콜한다는데 4개만 반품하면 되냐?,2
37, 아가의 탄생도 아름다운 순간!,0
38,알았어 문재인 사형^^,2
39,하나가 살면 하나가 죽어야 한다고 하더니 이제는 둘 다 살기 위해서는 같이 있지 말고 헤어져야 한다는 거냐?,1
