,sentence,label
0,"나 잠복 중이니까, 빨리 가라. ",2
1,항상잼나게  방송해주시니 감사합니다.,0
2,새 애인 생겼어요.,2
3,"저, 저기 사장님 조금 빠르지 않나요?",3
4,진짜 나라가 구석구석 쓰레기,2
5,그래도 오랜만에 외식인데.,3
6,용감한…. 우리의 어머니~~,1
7,양심 있는 시민 여러분 고맙습니다,0
8,화성에는 정말 생명체가 살까?,3
9,항상잼나게  방송해주시니 감사합니다.,1
10, 목에 칼이 들어와도 모르쇠…. 참 대단해….,3
11,보검이 어쩜 그렇게 이쁘니. 착하고 인성 좋은 게 보이니.,0
12,음!,3
13,"정말 ""짱""입니다,",0
14,나 말년 휴가 나왔다 복귀하면 제대한다 크크크,1
15,난... 공부도 못 하고... 암튼 말이 안 되니까요….,2
16,생각해 봤는데 가족들 반대도 그렇고….,2
17,보검이 어쩜 그렇게 이쁘니. 착하고 인성 좋은 게 보이니.,1
18,역시 은 옳았다,1
19,요즘 되게 피곤하신가 봐요.,3
20,나 말년 휴가 나왔다 복귀하면 제대한다 크크크,0
21, 그래서 사이즈도 더 팍팍 줄긴 했겠지만~암튼 부럽.... ㅠㅠ 살을 뺀 의지도…….,1
22,용감한…. 우리의 어머니~~,0
23,선생님의 만능 간장이 이후 모든 요리사가 만능 장을 많이  사용하더군요!,3
24,제가 원래 아침마다 에어로빅하는 게 습관이라….,2
25, 그래서 사이즈도 더 팍팍 줄긴 했겠지만~암튼 부럽.... ㅠㅠ 살을 뺀 의지도…….,0
26,"개설에 발, 선동질한 언론 잡아야 한다",2
27,불법 정비를 달인으로 내놓다니…. 불법을 조작하는 것 아닌가 단속하면 이백만 원은 벌금물겠는데 불법을 티브이에 내놓는 것…. 지금부턴 불법 정비 단속 하지말아라…….,2
28,사람의 호기심을 유발하는데 탁월한 재능이 있는 일본의 dvd/VHS,0
29,양심 있는 시민 여러분 고맙습니다,1
30,이르면 3개월 늦으면 6개월 이내에 두테르테가 암살될 것 같다. ㅠㅠ,3
31,사람의 호기심을 유발하는데 탁월한 재능이 있는 일본의 dvd/VHS,1
32,대륙 진짜 상상을 초월하네….,3
33,로저스 저거는 190만 받고 한 게 뭐냐,3
34,매일 TV 코미디프로에서만 보다가 여기 와서 재석이 형이 쓴 글들을 보니 정말 팬들을 위하고 누구보다도 열심히 노력하시는 것 같아 정말 멋있어 보이네요,1
35,역시 은 옳았다,0
36,사람들이 그러는데도 화나지 않으세요? ,2
37,썩은 사과만 판매하는 악덕 업자.,2
38,"정말 ""짱""입니다,",1
39,매일 TV 코미디프로에서만 보다가 여기 와서 재석이 형이 쓴 글들을 보니 정말 팬들을 위하고 누구보다도 열심히 노력하시는 것 같아 정말 멋있어 보이네요,0
