,sentence,label
0,귀국하지 않는 조건으로 유전자 검사를 하자고 하자,3
1,경주. 축하드려요.,1
2,맨유 진짜 못한다 앞으로 이기는 경기 못 볼 듯,2
3,"국민들 갈등 조장, 국제적, 경제적 희생. . 무능한 것들",2
4,애국자 노승 일 모든 국민이 응원합니다….,1
5,유재석 오라버니 해피투게더 봤어요,0
6,미용 게이트 어쩌고 집어치우고 세월호 사건 당일 어떤 것들이 구조 못 하게 했는지 밝혀내라고 쓰레기들아!!!,2
7,"평점에 낚였네요. 일단, 지 루 해요.",2
8,울처형대만카스테라오픈중에 이런 일이 발생하다니~~우째. 오픈을미뤄야되나?,3
9,드라마가 따로 없네요…….,3
10,실수였어.,3
11,내 아까운 시간을 버리게 한 쓰레기 재미없다…. 2점부터 점수 준 것들 M 창,2
12,좋은 이미지…. 흥해라!!,1
13,부상 없는 연아 님의 피겨는 이제 피겨 역사에 아름다운 예술과 기술이 완벽하게 어우러진 유일무이한 기록으로이니 존재하고 있습니다.,1
14,"새벽방송 있는 아나운서가 밤에 잠이 안 온다... 큰 문제죠, 그거. 하루 이틀 일하고 말 것도 아닌데... 밤마다 해봐요. 혼자. 잠이 아주 잘 올 거예요. ",3
15,에게 게게…. 자기가 무슨 대단히 힘이 있다고. ,2
16,요리하는데 많은 도움받고 있어요~,0
17,"……뭐, 춥긴 하다만.",0
18,"……뭐, 춥긴 하다만.",1
19,부상 없는 연아 님의 피겨는 이제 피겨 역사에 아름다운 예술과 기술이 완벽하게 어우러진 유일무이한 기록으로이니 존재하고 있습니다.,0
20,그래도 그 수준의 리그 원맨쇼 나오겠네,0
21,류준열 인정받아 팬으로서 넘좋다,1
22,너 다시는 내 앞에 나타나지 말라고 했지?,2
23,경주. 축하드려요.,0
24,언제나 즐거움과 가벼움? 을 가져주었던 무한도전이  오늘은 참 감동+을 주어서 더욱 좋았던 거 같아요…. ㅠㅠ,1
25,이번에 새로 미국에서 스카웃한  변호사.,3
26,애국자 노승 일 모든 국민이 응원합니다….,0
27,류준열 인정받아 팬으로서 넘좋다,0
28,"포기하는 건 바라지 않는다니… 설마, 오빠, 저 좋아해요?",3
29,그 전에 뭐 좀 먹어도 되냐? 배고파서.,3
30,범죄자를 대놓고 두둔하는 건 범죄 아닌가?,3
31,누님?,3
32,요리하는데 많은 도움받고 있어요~,1
33,중국은 모든 민족의 존경을 받고 모든 민족의 평화를 위해서 모두를 통합하고 서양 세력에 맞서 싸운다는 개 같은 영화. 중국 공산당 선전 영화 찍어서 떼돈 버는 되놈 제기 찬,2
34,유재석 오라버니 해피투게더 봤어요,1
35,하여간 국민 등 치는 것들은 모두 하야 해야 해!,2
36,그래도 그 수준의 리그 원맨쇼 나오겠네,1
37,언제나 즐거움과 가벼움? 을 가져주었던 무한도전이  오늘은 참 감동+을 주어서 더욱 좋았던 거 같아요…. ㅠㅠ,0
38,허세에 오글거림까지 로맨스도 어느 정도지 보기 싫을 정도야 김 작가 그나마 별 3개는 장동건 드라마 복귀작이라서 주는거임,2
39,좋은 이미지…. 흥해라!!,0
