,sentence,label
0,수백억 뇌물 준 이재용 구속만 안 돼봐라,2
1, 시중에 염색약은 안될 거 같은 천연염색이면 머리염색을 해도 될까요?,1
2,학교?,2
3,감사^*^,0
4,화이팅♡♡ 특검,0
5,또 한 번 행복의 세계로 초대해줘서 너무나 감사해요…. ㅠㅠ,0
6,아니! 연인은 아니고… 아무튼 난 아니래.,3
7,진짜 이 새끼들 인터뷰하는 거 보면 대통령 자리가 무슨 부녀회 장인 줄 아네 병신들,2
8,하기로 했어. 11월 발매 호부터.,0
9,이렇게 하실 거면 하지 마세요,0
10,내 딸한테 지금 무슨 짓이야 너.,2
11,화이팅♡♡ 특검,1
12,이해가 안 돼서 재미없는 거냐..? 뭔지 모르겠다 이편은,2
13,흥해라 손세이셔널~~,1
14,감사^*^,1
15,흥해라 손세이셔널~~,0
16,여성하고 범죄하고 무슨 관계?,3
17,그동안 마음 상하게 해서 죄송합니다. 앞으로 는 제가 정말 잘할게요.,3
18,두고두고 팬으로 행동하게…….,1
19,으아…,2
20,상 받았어?,2
21," 전국에 계신 생다남, 생다녀여러분 늘, 감사합니다.",0
22,? 진정한 아빠,0
23, 밀린 인세 89만 원을 받았다고?,3
24,두고두고 팬으로 행동하게…….,0
25,뭐? 너 뭐라고 했어?,3
26,하기로 했어. 11월 발매 호부터.,1
27,러닝타임 견디는 게 고문이였음;;;,2
28,이렇게 하실 거면 하지 마세요,1
29,와 대체 최근 3년 만에 무슨 일이 생긴 거냐…….,3
30,저 기술이면 이미 멸종한 동물의 정자만 추출할 수 있으면 복원할 수 있단거네…. ㄷㄷ,3
31, 시중에 염색약은 안될 거 같은 천연염색이면 머리염색을 해도 될까요?,0
32," 전국에 계신 생다남, 생다녀여러분 늘, 감사합니다.",1
33,또 한 번 행복의 세계로 초대해줘서 너무나 감사해요…. ㅠㅠ,1
34, 살아 움직이던데 정말.,3
35,우리가 남이 가족 액상을 향한 성토가 대한민국 하늘을 찌르는구나! ~,3
36,너.. 취했어?,2
37,? 진정한 아빠,1
38,"처음에는 저도 깜짝 놀랐어요. 와.. 어떻게 이런 생각을 했을까? 이걸 생각해내신 서장님이 참 대단하다, 위대하다.. 라는 생각까지 했었죠.",3
39,대단하다 정말~ 어떻게 얼굴을 하나 안 변하고 거짓말을 저렇게 잘할까 봐~쯧쯧,2
