,sentence,label
0,도니 오빠~~~이 기세로~~~2008년에도~~~ 한자리하는 거야~~~!!!,0
1, 화이팅입니다^^♥,1
2,박보검 눈물의 최우수상 같이 울었네요~축하해요. 보검이도 송중기도요~♡,1
3,김래원 박신혜 신의 한 수 궁합이 드라마 끌고 왔다 너무 감사해요,1
4,"아니, 그걸 왜 돌려줘요?",3
5,ㅋㅋㅋ……. 걸레기노트7 이젠 취급 주의 화기로 변했구나…….,3
6,어제 너무 좋았습니다.,1
7, 오늘 저는 정말 힐링을 했어요!!,1
8, 오늘 저는 정말 힐링을 했어요!!,0
9,유재석 못 알아본다고 할머니 욕하는 OOO 같은 년들은 365일 죽지도 않게 버터로 비 오는 날 먼지 나도록 죽지는 않게 패버려도 시원찮을 년들임,2
10,이분 ~~진짜 욕먹는 건 이제 신의 영역에 들어선 거 같다~~ㅋㅋ,3
11,네. 조언 감사해요. 결국 직접 물어보는 게 가장 좋겠네요.,2
12,국조특위는 '그것이 알고 싶다' 끝나자마자 특검에 김기춘 우병우 위증죄로 고발하시길….,2
13,"자, 네가 붙인 가격표야. 얼만지 읽어봐.",3
14,뜬금없이 그건 왜 접어요?,3
15,"악마의 연기 선곡은 진짜 신의 한 수, 중간에 양 싸 흉내 내는 건 진짜 크크크",1
16,너는 어떡할래?,0
17,골든타임 놓치는 게 이 나라 내력이냐?,2
18,야스쿠니신사나 철거해라 쓰레기들아….,2
19,잘했어! 정말 속을 뻔했어!,2
20,"이러다 잘못되면 어떡해!!! 나 하나 죽는 건 괜찮지만, 당신은 살아야지!! 우리 딸 누가 봐!",0
21,한국인 한 명이 경기에 못 뽑히겠네! ㅋㅋ 치열한 경쟁,2
22,고경표 흥해랏^^~~~,1
23,하…. 이력서에 자격증이나 하나 더 쓰려고 시작했다 완전히 스트레스받아요. 나 아무래도 운전 체질이 아닌 듯.,3
24,박보검 눈물의 최우수상 같이 울었네요~축하해요. 보검이도 송중기도요~♡,0
25,고경표 흥해랏^^~~~,0
26,바티스타는 오간도에게 무슨 원한이 있길래…….,3
27,김래원 박신혜 신의 한 수 궁합이 드라마 끌고 왔다 너무 감사해요,0
28,진짜 공무원들 너무 철밥통이구나.,2
29,"이러다 잘못되면 어떡해!!! 나 하나 죽는 건 괜찮지만, 당신은 살아야지!! 우리 딸 누가 봐!",1
30,최순실 입안 열면 고문해야지 주리를 틀자,2
31, 화이팅입니다^^♥,0
32,너는 어떡할래?,1
33,…정말로.,3
34,도니 오빠~~~이 기세로~~~2008년에도~~~ 한자리하는 거야~~~!!!,1
35,"악마의 연기 선곡은 진짜 신의 한 수, 중간에 양 싸 흉내 내는 건 진짜 크크크",0
36, 총기 문화 개나 줘라,2
37, 영화에서는 덕혜옹주가 일본으로 강제로 보내졌는데 일본에서 일본에 저항한 것처럼 만들었더니만…….,3
38,어제 너무 좋았습니다.,0
39,안 열리네요.,3
