,sentence,label
0,"허... 한국에 관광 온 거면 좋을 거 같아서, 그래서 그랬고?",3
1,"귀엽고, 성격쿨한저의 이상형이랍니닷……. 쿵",0
2,열심히 거짓말하는 널 보니 죽방을 날리고 싶구나 시ㆍㆍ발,2
3,20세기 소년인가,3
4,네~ 그럼 다른 기념품들도 잘 부탁해~,1
5,너무 멋있어요 김연경,1
6,최순실 사형 집행 공약으로 걸면 기꺼이 찍는다,2
7,오늘 우리 아가 태어난 지 딱 일주일되는날입니다!,0
8,호날두와 세계 최고답다…. 메시보다 우월한 게 한두 개가 아니군…. 호날두는 노력형이고 메시는 천재형…. 효율적인 축구는 메시가 더 나은 듯,1
9,여행경비 보태주고 휴일 만들어라.,1
10,민주주의!!,0
11,잘하고 있네. 계속 그런 식으로 철저하게 해.,2
12,왜 열 폭이지 못생겼다,2
13,글쎄요 뭐. 별말 없었는데. 왜요?,1
14,흡입력이 믿어지지 않을 정도로 정말 대단했던 드라마. 그러나9.18은 좀 아닌 것 같다.,3
15,오늘 우리 아가 태어난 지 딱 일주일되는날입니다!,1
16,2013년에 이어 두 번째로 무 태풍이 올 가능성 있는 건가?,3
17,그해 성적 가지고 주는 것을 다음 해 미국 간다고 안 주는 게 말이 됨? ?,2
18,처음부터 둘만 있으면 어색할 수도 있는데 같이 가주시면 안 돼요?,1
19,블랙홀은 내 월급통장만으로도 충분하다.,1
20,네~ 그럼 다른 기념품들도 잘 부탁해~,0
21,"귀엽고, 성격쿨한저의 이상형이랍니닷……. 쿵",1
22,처음부터 둘만 있으면 어색할 수도 있는데 같이 가주시면 안 돼요?,0
23,민주주의!!,1
24,미안해하실까 봐 아무 말 안 했는데 퉁퉁 붓기 시작…. 0,3
25,호날두와 세계 최고답다…. 메시보다 우월한 게 한두 개가 아니군…. 호날두는 노력형이고 메시는 천재형…. 효율적인 축구는 메시가 더 나은 듯,0
26,실례라고…. 나도 중학교 때에는 여자랑 메일 정도는 했어,3
27,그럼….,3
28,나 참. 차·포 다 없애고 지네 팀 안전빵으로 3위 올려놨으면 절을 해도 모자랄 판에 한판 졌다고 엄청 까네.,2
29,아! 미안.,3
30,치. 너희 식구들은 진짜 인간미가 없어. ,3
31,여행경비 보태주고 휴일 만들어라.,0
32,글쎄요 뭐. 별말 없었는데. 왜요?,0
33,"이게 뭐야? 할머니, 이거 뭐야? 할머니가 쓴 거야?",3
34,별거 아니라면서,2
35,너무 멋있어요 김연경,0
36,"이런 기사를 조, 중, 동은 왜 투고조차 안 하냐?",2
37,놔! 난 감옥 가는 거 싫어. 사채업자 손에 죽는 것도 싫고. 그러니까 나 보내줘. 쟤도 집에 보내버려!!,2
38,그니까~~그 적당하다던 온·습도를 유지하고픈데 누진 세 때문에 못한다고!!!,2
39,블랙홀은 내 월급통장만으로도 충분하다.,0
