,sentence,label
0, 노래 만들고 안무 만들고 다 같이 맞춰보고 진짜 고생했어요….,0
1,20세기 소년인가,3
2,일본은 항상 먼가 먼저 이루지만 한국과 중국에 항상 뺏겨서…. ㅋ초기에 즐겨라~나중에는 다 털릴 테니까,1
3,이따 저녁에 잊지 마?,1
4,이따 저녁에 잊지 마?,0
5,개판 이판사판 난장판,2
6,나의 멘토이자 우상 창정이 형 화이팅~~~행복하세요~~~,0
7,"포켓몬, 디지몬... 어릴 적 최고의 만화",1
8,비박이 탄핵 안 하면 이번엔 너희 탄핵한다.,2
9,그동안 수고하셨고 감사드립니다,1
10,그동안 마음 상하게 해서 죄송합니다. 앞으로 는 제가 정말 잘할게요.,3
11,ㅡ 댓글 감사드려요,1
12,박사모 밥은 먹고 다니냐? 쯧쯧,2
13,목소리 진짜 와….,3
14,그 기자와 전 여자 친구가 큰 잘못이 아님에도 불구하고 사람 하나를 망쳐놨다.,2
15,출판업계 소비자 누구 하나 이득 되는 게 없는데 도서정가제 폐지!! 해주세요,2
16,손실 숭배하는 빨갱이들,2
17,항상 좋은 모습 보여주셔서 감사하고요.,0
18, 노래 만들고 안무 만들고 다 같이 맞춰보고 진짜 고생했어요….,1
19, 어제 온다는 비는 왜 오지 않았고?,2
20,뭐가? 남편 없이 연애 하는 거? 그렇게 아비가 싫으냐?,3
21,사과와 굴복은 완전히 다른 건데 왜 같은 거로 생각하는 건지 모르겠어. 됐어. 지치니까 이쯤 하자.,3
22,귀가따뜻핼. ㅎㅎ,1
23,애 엄마가 말 안 해요? 나 사업 자금 밀어준다던데?,3
24,노후 준비는 얼마나 하셨냐고 하면 아무 말도 없을걸~,2
25,ㅡ 댓글 감사드려요,0
26,항상 좋은 모습 보여주셔서 감사하고요.,1
27,이분 ~~진짜 욕먹는 건 이제 신의 영역에 들어선 거 같다~~ㅋㅋ,3
28,스몰 일이 주장이라니……......,3
29,나는 게임을 하는 남자랑 절대 결혼 안 한다!!!,2
30,일본은 항상 먼가 먼저 이루지만 한국과 중국에 항상 뺏겨서…. ㅋ초기에 즐겨라~나중에는 다 털릴 테니까,0
31,벌써 다른 사람이 생긴 건지.,2
32,와 완전 개 후려쳤네,3
33,"정말 고맙습니다, 기자님 화이팅,",0
34,나의 멘토이자 우상 창정이 형 화이팅~~~행복하세요~~~,1
35,그동안 수고하셨고 감사드립니다,0
36,"정말 고맙습니다, 기자님 화이팅,",1
37,"포켓몬, 디지몬... 어릴 적 최고의 만화",0
38,너무나도 충격적입니다,3
39,귀가따뜻핼. ㅎㅎ,0
