,sentence,label
0,잘한다.~~♡♡♡,1
1,    김연아 님 진심으로 축하합니다. ^^,0
2,어떻게 미치면 저렇게 미치는 건지….,3
3,일본 닌텐도가 한국의 한 지역의 경제를 살리는구나. 정부도 못 해낸걸,3
4,샤오미 300달러 떡밥을 믿나?,3
5,얘는 인생 자체가 거짓이여,2
6, 아 계란프라이 해서 같이 먹어야지~야무지게 먹어야지~0,0
7,조윤선 조만간 구속수사? ㅋ,0
8, 구현 화이팅♡,1
9,하하 티브이 프로에서 설명 하실 때 가끔 섞여 나오는 충청도 사투리 정감 있고 매우 좋아요~오 하하,1
10,일부러 그랬죠?,1
11,그녀는 병을 앓고 있었어.,3
12, 기상청 물갈이 해야 합니다!,2
13,흐흐흐 새해부터 재수 없게 ?,2
14, 쉽게 가르쳐 주셔서 감사해요.,1
15,뭔가 스토리 전개가 잘 안 되니까 그냥 존나 멋있게 보여주자!! 이런 느낌 마치 드라마 예고편 5~6개 붙여놓은 영상 같다.,2
16,    김연아 님 진심으로 축하합니다. ^^,1
17,어…. 이…. 상…. 실,2
18,하하 티브이 프로에서 설명 하실 때 가끔 섞여 나오는 충청도 사투리 정감 있고 매우 좋아요~오 하하,0
19,환골탈태하지 않으면 남은 의원들 앞날 보장 못 해!!,2
20,미세먼지 없는???,3
21, 아 계란프라이 해서 같이 먹어야지~야무지게 먹어야지~0,1
22,일부러 그랬죠?,0
23,현재 나의 신분은 말년 휴가 나온 구는 임할게 없어서. 크크크,1
24,다들 살아계시는가???,3
25,현재 나의 신분은 말년 휴가 나온 구는 임할게 없어서. 크크크,0
26,삼성 박근혜 구속에 적극 협조하고 뒤로 빠져 숨어라,2
27,한국에도 이제 가마가 있네. 크크,3
28,우리나라는 유저가 대단한 거지….,1
29,잘한다.~~♡♡♡,0
30, 쉽게 가르쳐 주셔서 감사해요.,0
31,조윤선 조만간 구속수사? ㅋ,1
32,우리나라는 유저가 대단한 거지….,0
33,역시 삼성 클라쓰 잘하네….,3
34,많이 컸네.,3
35,정말 징글징글한 세월호다,2
36, 구현 화이팅♡,0
37,교육부야 탄핵 불똥 튀기면 알지.,2
38,전라도 출신인지 알아봐라,2
39,이제 그만할게요. 저 좀 있음 퇴근 시간이라….,3
