,sentence,label
0,표정 웃기네 크크크,1
1,용병은 모르겠는데 외국인 최다승은 장명부 30승 아니냐,3
2,뭐 하자는 겁니까……,3
3,집에서 보내는 게 최고.,1
4,감동 그 자체….,0
5,영어인데도 연기 제조기를 알겠음….,2
6,보는 내내 전범기. 작은 해님 캐릭터마저 멀리서 전범기로 표현하고 괴물 뒤 태양 빛은 보는 내내 전범기를 연상케 함. 이게 대작이라니? 말이 되는 소릴.,2
7,"쳐들어가기 전에 네 발로 나와라. 진짜 짜증 난다고!,",2
8,아! 그런 거 아니라니까요?! 도대체 왜 그래요?! 나 그렇게 못 믿어요?,3
9,표정 웃기네 크크크,0
10,대체 왜 그런 쓸데없는 지식만 배우는 거야…….,3
11,저의 대답은... 지난번과 같으니까요.,0
12,참을 만했는데….,3
13,감동 그 자체….,1
14,"영화의 한 장면 같네요, 정말 축하합니다~~^^",0
15,왜 날 좋아하게 되는거징…?,0
16,전혀 괜찮지 못하네. 보면 알지 않나.,2
17,집에서 보내는 게 최고.,0
18,감격이에요 ㅠㅠㅠ,1
19,인간적인 면이나 뭐 하나 빠질 것 없는 좋은 사람 같아요^^ 최고!,0
20,도끼 더 콰이엇 랩 너무 잘하심….,0
21,"여기서 번쩍, 저기서 번쩍이네.",3
22,언제부터 게임 종주국?,3
23,환장하겠네!!!,2
24,뭐야. 그렇게 말하니까 무섭잖아. 됐고 오늘 물건 받은 것 중에 풀벌 있지?,3
25,너무 멋지고 훌륭합니다.,0
26,저의 대답은... 지난번과 같으니까요.,1
27,왜 날 좋아하게 되는거징…?,1
28,너무 멋지고 훌륭합니다.,1
29,파마랑 성형시술 했잖아 ~~~~~ 했다고 솔직하게 말해~~~!!!,2
30,환경개선부담금은 왜 걷는가?,3
31,오빠냐 아저씨지 나이가 몇인데 ?,3
32,"영화의 한 장면 같네요, 정말 축하합니다~~^^",1
33,인간적인 면이나 뭐 하나 빠질 것 없는 좋은 사람 같아요^^ 최고!,1
34,여주인공 내가 죽여버리고 싶었다 OO 년,2
35,진짜 개 쓰레기 같은 생각해내.. 당연히 반품해야지 그지 새끼냐?,2
36,도끼 더 콰이엇 랩 너무 잘하심….,1
37,감격이에요 ㅠㅠㅠ,0
38,아 진짜 더워서 똥도 못 싸겠다,2
39,1점도 아깝다 돈 아까운 졸작,2
