,sentence,label
0,진짜 궁금하네….,3
1,야... 잘됐네. 그 남자 땡잡았다. ,0
2,네! 다른 지시 사항 있으신가요?,3
3,염장 지르는 개소리,2
4,"정말 가지가지 했구나! 병엉신년, 저어 년은 부끄러움도 모르는 짐승이구나",2
5,오오~~바르사가 좀 더 우승하겠는데~!!크크크,0
6, 다른 누가 뭐라고 하여도…. 우리는 엘지트윈스의 영원한 팬입니다….,1
7,축구 선수 몸이 아냐 얼굴은 더 그렇고,3
8, 김연아 선수…. 대단합니다….,1
9,재청구해서 이재용 구속 박근혜 구속합시다,2
10,최고의 배우! 갓 정석!,0
11,호오.,0
12,벌써 엔카 중고차 시장에 폭스바겐 티구안 매물 1천씩 떨어진 거 막 쏟아져요!!,3
13,"난, 아무 도움도 안 되는 거 같은데……",3
14,아!! 재고 떨이???,3
15,나 버리고 그 여자한테 가더니 잘 사귀어라 나쁜 놈아 웬만하면 그 여자가 똑같이 너 버리고 다른 남자한테 환승했음 좋겠다.,2
16,무슨 열쇠?,3
17,국정원이 국가를 위해 할 일은 안 하고 개인 사찰ㆍ개인 사상이 딴 거나 수집하라고 있냐?,2
18,클래스는 영원하다….,0
19,호오.,1
20,불판?,3
21,클래스는 영원하다….,1
22,부결되면 각오해라.,2
23,이런 뉴스 보면 제 마음 한구석이 아려오네요. 국민들의 정의로움에 감사드립니다,1
24,공중파 첫 1위!!,0
25,이제 홍대 가면 놀이터 쪽 지나가기도 싫다,2
26,최고의 배우! 갓 정석!,1
27,비인기 종목 지원 부탁한 게 정유라 지원하라고 지시한 게 되는구나. 티비씨 수준.,2
28,올라가서 조금 쉬어라.,3
29,바다 분위기 미쳤다….,3
30, 김연아 선수…. 대단합니다….,0
31,공중파 첫 1위!!,1
32,밥 줘요 이랑 손잡고 홍 눈깔 이한테 가라 거품 3종 세트들,2
33,사시미가 대단하네.,1
34,이런 연출력이면 무슨 짓을 해도 의미 없다,2
35,사시미가 대단하네.,0
36, 다른 누가 뭐라고 하여도…. 우리는 엘지트윈스의 영원한 팬입니다….,0
37,야... 잘됐네. 그 남자 땡잡았다. ,1
38,이런 뉴스 보면 제 마음 한구석이 아려오네요. 국민들의 정의로움에 감사드립니다,0
39,오오~~바르사가 좀 더 우승하겠는데~!!크크크,1
