,sentence,label
0, 늘 고마워요,1
1,아니 8개월 된 아가를 어린이집에 맡긴다는 게 정상인가요?,3
2,꽝이지? 그럴 줄 알았어.~,3
3,꼴찌가 아닌 게 이상할 따름,3
4,오재석이 자책골 넣은 놈 맞죠? ㅋㅋ,3
5,이불 밖은 위험하죠???,3
6,아 정말 여의도 새누리당사로 가자니깐,2
7,어서 오세요.  니가 가게에 웬일이야?,3
8,이런 선수 또 없습니다…….,1
9,저 세트로…. 허억….,3
10, 진짜 훈훈하다.,1
11,한국인이란 게 자랑스러운 게 이번이 처음,1
12,순실이는 엄청나게 퍼주더니…. 개 패드값이네,2
13,"글쎄요, 그냥 평범한데요. 집에 틀어박혀 애니메이션 보고 책 읽고 게임하고 공부하고.",1
14, 진짜 훈훈하다.,0
15,경기 북부는 더 심한데…. 이걸 기사라고….,2
16,새누리나 국민의당이나 다 아효…….,2
17,이런 선수 또 없습니다…….,0
18,우리 아가는 집 베란다에서 10마리 잡았던데,3
19,진도 빠르네,3
20," 힘들고 지칠 때도 많았을 텐데 늘 밝은 모습으로 와줘서, 캐럿이라는 이름을 행복하게 해줘서 고마워요",1
21,"시즌 동안 최선을 다하는 멋진 모습 보여 주셔서 감사하고요,",1
22,이쁘다 이뻐,0
23,ㅡ 댓글 감사드려요,1
24,한국인이란 게 자랑스러운 게 이번이 처음,0
25, 유독 아이유한테만 엄격한 잣대를 들이대는 사람들.,2
26,돼지는 고마운 동물이다,0
27,미국 내 한국인 불법 거주자가 많으니 이런 부당한 대우를 받고도 강력한 항의도 제대로 못 하네,2
28,ㅡ 댓글 감사드려요,0
29,지금 퇴근 십 알. ㅠㅠㅠ,2
30, 늘 고마워요,0
31,"시즌 동안 최선을 다하는 멋진 모습 보여 주셔서 감사하고요,",0
32,좋아요. 잠깐 같이 다녀오죠.,3
33,이쁘다 이뻐,1
34,돼지는 고마운 동물이다,1
35,대한민국을 위해서 하야하세요. 제발요,2
36," 힘들고 지칠 때도 많았을 텐데 늘 밝은 모습으로 와줘서, 캐럿이라는 이름을 행복하게 해줘서 고마워요",0
37,그래 씨 발 나 삼수하고 고깃집에서 알바한다.,2
38,감독 존나 언플 심하던데 그냥 아주 재미없음. 데뷔작이라 쳐도 다른 신인 감독들에 비해 수준 떨어짐. 공폰지 코미딘지 로맨슨지 알 수가 없음,2
39,"글쎄요, 그냥 평범한데요. 집에 틀어박혀 애니메이션 보고 책 읽고 게임하고 공부하고.",0
