,sentence,label
0, 엊그제 학교 들어간 것 같은데….,3
1,저 대신 가주셔서 감사합니다!!!,0
2,너무들 한다.,2
3,백구가 무더위에 지쳤어요. 비와야 해요!!! 꼭,1
4,거기서 썩어라 독일서 종신형 살아라,2
5,도끼 더 콰이엇 랩 너무 잘하심….,1
6,백 주부님 덕에 요리에 관심이 가네요…….,1
7,저 대신 가주셔서 감사합니다!!!,1
8,공무원의 복지부동은 대단하군….,3
9,크레이그 마지막 떡 블록 ? 문경은 하야 촛불 들듯,3
10,"네, 요샌 그게 유행이에요.",0
11,저런 흉한 흉상을 저기 다 왜 새워서,2
12,"샤이니도 인정한"" 박지선"" 닮은 그녀 누난 너무 예~애 부어~0",0
13,이럴 줄 알았어. ㅠㅠ 망했어 그러니까 신세경은 아니랬자나…….,2
14,이러다 힐러리 무투표 당선되는 거 아니냐 크크크,1
15,메시…. 클럽빨 반쪽짜리라는 건 또다시 증명했네! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
16,도끼 더 콰이엇 랩 너무 잘하심….,0
17,지금 얘기하면 재미없잖아요. 네. 네. 때가 되면 다 알게 됩니다. 그럼요.,0
18,미국도 인물감이 없구나 아님 인물감 없는 게 전 세계적인 트렌드인가?!?,2
19,사흘 후에도 이 인간 보였다간 알지! ,3
20,백 주부님 덕에 요리에 관심이 가네요…….,0
21,"아줌마, 괜찮아?",2
22,아.. 그럼 나갈게요. 집에서 봐요. ,2
23,아직 우리나라는 살 만하구나.,0
24,뭐 대통령까지 대포폰 쓰는 마당에 크크크,2
25,이렇게 온다 했는데도 하천주창자에 차 세우는 사람 꼭 있을 것이라 확신이 있습니다.,2
26,백구가 무더위에 지쳤어요. 비와야 해요!!! 꼭,0
27,친 박 집회를 보면서 어느 정도 예상했다,3
28,"샤이니도 인정한"" 박지선"" 닮은 그녀 누난 너무 예~애 부어~0",1
29,지금 얘기하면 재미없잖아요. 네. 네. 때가 되면 다 알게 됩니다. 그럼요.,1
30,이러다 힐러리 무투표 당선되는 거 아니냐 크크크,0
31,임창정같이 생겼네?,3
32,……너는 조금 변했구나.,3
33,한 마디 한 마디 다 가슴에 와 닿는다 정말 부럽네요,0
34,"기다렸지, 그럼. 난 너 보고 싶은데, 넌 나 안 보고 싶어?",3
35,아직 우리나라는 살 만하구나.,1
36,"네, 요샌 그게 유행이에요.",1
37,이 시리즈의 묘미는 팀워크의 첩보액션영화임허나……. 이 영화는 뜬금 로맨스에 혼자서만 싸우고 라이벌과 가면만 서로 바꿔가면서 첩보 질? 장난해? 시리즈에 먹칠한 영화 오우삼 제발 꺼져주세요,2
38,그리고 저 근무 시간에 저런 월급 (기본급)이 가능한 건가요?,3
39,한 마디 한 마디 다 가슴에 와 닿는다 정말 부럽네요,1
