,sentence,label
0,넌 그거냐. 조리 실습에 트라우마라도 있는 거냐,0
1,"야!... 임마, 백수 총각!",3
2, 고영태가 대면을 원하더라고요!,3
3,강한울 선수 그동안 기아에서 정말 수고했어요~~삼성 가서도 응원 많이 할게요~^^홧팅!!,0
4,넌 그거냐. 조리 실습에 트라우마라도 있는 거냐,1
5,강한울 선수 그동안 기아에서 정말 수고했어요~~삼성 가서도 응원 많이 할게요~^^홧팅!!,1
6, 근데 인사본부장도 여자. 크크크,3
7,…그럴지도 모르지.,3
8,범죄자의 인권보단 국민의 권익이 우선이라 생각하지만. 문제는 범죄자가 아닌데 경찰이 마약사범으로 지목하면 무고한 시민도 죽을 수 있다는 것이다. 부패 도가 높은 필리핀 경찰에겐 너무 큰 권한을 준 게 아닌가 싶다.,2
9,네~ 그럼 다른 기념품들도 잘 부탁해~,0
10,그리고 여자분들은 어떤 기준으로 번호 알려줄건가요?,3
11,다른 게 유감이 아니라니 나라 검찰이 돈과 권력에 기는 것이 유감이다.,2
12,이제 홍대 가면 놀이터 쪽 지나가기도 싫다,2
13,여긴 어떻게 알고 온 거야?,3
14,네~ 그럼 다른 기념품들도 잘 부탁해~,1
15,"그 좋았던 삼성의 불펜, 이젠 추억으로 남겠네! 지켜줄 투수가 없다.",1
16,11만 명이 110만으로 뻥튀기,2
17,연락도 못할 정도로??,3
18,멋진 장면이었다ㆍㆍ그래도 키스 장인은 서인국임ㆍ,1
19,백 주부님 덕분에 살길을 찾았습니다.,0
20,성우를 써라 개그맨들 쓰지 말고,2
21,멋진 장면이었다ㆍㆍ그래도 키스 장인은 서인국임ㆍ,0
22,어제 왔다 가셨는데요.,3
23,반기문 되면 이명박 비리 다 묻어주고 박근혜 최순실 다 살려줄 것이다 절대 안 된다,2
24, 썩은 것들이 썩은 걸 재판 하는구먼,2
25,왜 날 좋아하게 되는거징…?,1
26,어떻게 저리도 아무렇지 않은지….,2
27,백 주부님 덕분에 살길을 찾았습니다.,1
28,"그 좋았던 삼성의 불펜, 이젠 추억으로 남겠네! 지켜줄 투수가 없다.",0
29,공무원의 복지부동은 대단하군….,3
30,아 오늘 연아 선수 놈 멋있었어여….,0
31,아 오늘 연아 선수 놈 멋있었어여….,1
32,왜 날 좋아하게 되는거징…?,0
33,봤다 왜?,1
34,이게 평점이 머 이리 높아,2
35,봤다 왜?,0
36,"계집애가 약속 좀 깼다고 삐져가 지군~ 야, 사람이 참는 것도 한도가 있어!",3
37,극우 네티즌이 다 말라 죽었음 한 대,2
38,그래 김종민 하나 줘야지 축하합니다,1
39,그래 김종민 하나 줘야지 축하합니다,0
