,sentence,label
0,눈알만 빙글빙글 굴리고 말을 못 하는 거 보니까 마셨구나. 네가 이거 다 마셨냐? 다 마셨냐고!,3
1,탁재훈 나오면 재밌는 데 와이라지 스토리 중반부터너무쳐짐약해약해약해~지겨워 뒈지는 줄 알,2
2,노조 애들이 영혼이 업는 건지.,2
3,"어차피 전공하실 것도 아니고, 좋아하는 가요 연주라도 자유롭게 하겠다 하는 마음으로 치셔야겠네요. ",3
4,글~구 생일 축하 해요~~~^^,1
5,예 D ~예 밤 300일 너무너무 축하해요 ^^,0
6,전지현이 인어로 개고생했는데 이민호가 상 받았는데 뭘?,2
7,그럼 내 군대 있을 땐 얼마나 떼쳐두셨단 말인가?,3
8,만세. ㅜㅜㅜㅠ. 탈큡만세. ㅜㅜㅜ. 쉽지 않은 결정이었을 텐데 정말 고마워요,1
9,그래도 좋아하는 마음으로 화 삭이면서 사귀나요?,3
10,일본인이 아닌 한국인으로 태어난 게 천추의 한입니다,2
11,네 맞아요. 같은 아이예요. 그런데 이게 어떻게….,3
12,글~구 생일 축하 해요~~~^^,0
13,기자 이것 완전 정신병자군,3
14,훌륭한 판사님이십니다.,0
15, 이건꿈에선   그냥좋기만했다,0
16,4년 전에 본 거라 내용은 기억이 안 나지만 그때 이런 생각을 했다는 것은 확실히 기억난다 이 영화는 더럽게 재미없는 2시간 버리게 만드는 영화,2
17,난 달이랑 태양보고 지구가 둥근 줄 알았다 크크크,1
18,해경 해군은 장식이냐? 세금만 떼먹는 것들,2
19,난 달이랑 태양보고 지구가 둥근 줄 알았다 크크크,0
20,그거 얻다 쓰라고... 현찰을 줘야지….,3
21,최순실이 아까 아침에 억울하다고 소리소리 지르는 수준의 거짓말이구먼,2
22,"너무너무 이쁘고 아름다운, 감동적인 연기였어요. 화이팅!!",1
23,훌륭한 판사님이십니다.,1
24,홍콩반점 아주 좋아요….,1
25,홍콩반점 아주 좋아요….,0
26,신곡 반갑네요ㆍ,1
27,순한 얼굴로 밀고 당길 줄이야….,3
28, 이건꿈에선   그냥좋기만했다,1
29,신곡 반갑네요ㆍ,0
30,탄핵을 북한 독재자 김정일과 촛불 시위대들이 제일 기뻐하네요,2
31,"너무너무 이쁘고 아름다운, 감동적인 연기였어요. 화이팅!!",0
32,예 D ~예 밤 300일 너무너무 축하해요 ^^,1
33,스포츠 정신 참 좋다. 올한해 야구 보면서 제일 열 받네,2
34,곧 지구 종말이 올 것 같다 결국 종말의 원인은 자연재해가 아닌 인류가 빚어낸 종말일 것이다,2
35,만세. ㅜㅜㅜㅠ. 탈큡만세. ㅜㅜㅜ. 쉽지 않은 결정이었을 텐데 정말 고마워요,0
36,기다리고 그리워하는 게…….,0
37,기다리고 그리워하는 게…….,1
38,아니에요. 약도 먹었고 이제 진짜 괜찮아요.,3
39,"아니, 그게 아니고.. 이런 거야말로 반장의 특기 분야잖아.",3
