,sentence,label
0,이제 화낼 힘도 없다. 폭염에 적응되어가는 몸이 신기할 뿐….,3
1,쉽고 간단하게 설명해 주셔서 감사 홧팅!,1
2,자기들 위법 때문에 남들이 입는 피해는 생각도 안 하고 자기들 위해서 남들이 일방적으로 비켜줘야 한다니 이게 무슨 개수작이냐?,2
3,SBS 이러려고 방송했나?,3
4,너도 그때 왔을 때 보다 지금이 더 예쁠 거야.,0
5,"응. 아마도, 그런 느낌이지만.",3
6,왜 만든 지 모르겠다.,2
7,키야 기내에서도 펜을 놓지 않는 정신 ㅎ,3
8,너도 그때 왔을 때 보다 지금이 더 예쁠 거야.,1
9,모방은 창조의 어머니 ㅋㅋ 근데 삼성이 화웨이 뭐라고 할 상황은 아닌 것 같은데……. 삼성도 애플 것 카피했으면서 크크크,0
10,일하면서 들었는데 커플 탄생인 거 같더라. 크크크,0
11,오빠 안녕!,0
12,미세먼지랑 같이 사라지길~~~,2
13,있어. 콜라 좋아하니?,1
14,난 그게 짜증 나는 거야. 왜 주인공은 총알 한 방도 안 맞고 다 죽이느냐고. 공감이 안돼 공감이.. 왜 다 주인공 앞에서 파김치처럼 쓰러지냐고 크크크 백악관도 뚫은 놈들이,2
15,멋지다.,0
16,웩. 개랑 무슨 짓을 했길래. 후세가 태어나. 일본놈들 진짜 정신 상태 이상하네.,2
17,어떻게 아빠가 더 어릴 수 있지? 암만 판타지라도,3
18,신의 얼굴‥ 등골이 오싹하더라 표현 정말 좋았어!!,0
19,신의 얼굴‥ 등골이 오싹하더라 표현 정말 좋았어!!,1
20,박사모 쓰레기 들어 ㅛ 거처 무라 크크 요런 ㄱ ㅐ 쓰레기들 ㅇ ㅏ,2
21,생각보다 잘 불러서 놀랐음.,3
22,이사장님?,0
23,이사장님?,1
24,뭐해요?,3
25,왜케 질질 끄는지.. 업둥이 아닌 거 빨리 밝히고 딸인 거 밝혔으면 좋겠네요!!! 보기 싫음 진짜. ㅡㅡ,2
26,쉽고 간단하게 설명해 주셔서 감사 홧팅!,0
27,모방은 창조의 어머니 ㅋㅋ 근데 삼성이 화웨이 뭐라고 할 상황은 아닌 것 같은데……. 삼성도 애플 것 카피했으면서 크크크,1
28,오빠 안녕!,1
29,멋지다.,1
30, 아니면 돈이 여러 번 계속 나가나요?,3
31,있어. 콜라 좋아하니?,0
32,특검 저 새끼들도 삼성 장학금 받고 다 짜고 치는 놈들인데 뭔 힘내라고 난리냐 형편없는 네이버 꼴통들 멍청한 거냐 순진한 거냐,2
33,"근데, 어느 사동으로 갈까?",0
34,없는 놈은 죄지으면 처리 속도가 LTE 광대역습 속도구먼 ㅎ,2
35,그…. 그럼! 진짜로 진짜지. 거짓말 아니야. 하하….,2
36,일하면서 들었는데 커플 탄생인 거 같더라. 크크크,1
37,"근데, 어느 사동으로 갈까?",1
38,아! 그런 거 아니라니까요?! 도대체 왜 그래요?! 나 그렇게 못 믿어요?,3
39,뭐?!! 이게 진짜 어디서!!,3
