,sentence,label
0,감동 주는 깊은 연기 대상감!! 충분합니다 앞으로도 좋은 연기 부탁요 축하합니다,1
1,이 짧은 문장을 읽고 그날 종일…. 전…. 27년이라는제 인생을 잠시 돌아봤답니다....^^a,1
2,에이. 내가 무슨. 나 못해.,1
3,쉽게?,3
4,호날두 이제 확실히 폼 떨어진 줄 알았더니 귀신같이 다시 ? 크크크,0
5,이 짧은 문장을 읽고 그날 종일…. 전…. 27년이라는제 인생을 잠시 돌아봤답니다....^^a,0
6,어른이 되면 되고 싶은 걸 쓰라고 하셨잖아요?,2
7,"그럼 두 사람 다, 오늘도 즐겁게.",3
8,너무 적게 찐 거 같아서 병원에 물어보니 아기도 작고 배도 작고…….,3
9,삼성 무보수 백수 알바들 죄다 몰려와서 무지하게 악플 달고 튀었네! ㅎㅎㅎ,0
10,매우 많은 테러가 일어나겠구만…. ㅉㅉㅉ,2
11,수혜 화이팅♡♡♡♡♡,1
12,감동 주는 깊은 연기 대상감!! 충분합니다 앞으로도 좋은 연기 부탁요 축하합니다,0
13,짜증 나는 영화….,2
14,"이런 비싼 자전거 아닌 거든요? 제 것은 그냥 평범한, 아-주 평범한 보통 자전거에요.",3
15,맞춰봐.,3
16,호날두 이제 확실히 폼 떨어진 줄 알았더니 귀신같이 다시 ? 크크크,1
17,삼성 무보수 백수 알바들 죄다 몰려와서 무지하게 악플 달고 튀었네! ㅎㅎㅎ,1
18,여름에도 곤란하게 하고 한 번 더 가나 보네 거짓말하는 기상청,2
19,8. 꽃 들고 사랑한다고 말해 주기 9.,0
20,"가…. 가만 안 있으면 뭐, 내가 겁먹고 못 때릴까 봐?",2
21,수혜 화이팅♡♡♡♡♡,0
22,지옥 같은 한국이 만들었다는 게 믿기지 않는데?,3
23,누가 저 많은 사람 경비를 지불하는 거야?,3
24,그거야 상관없다만……. 뭐에다 쓰려고?,0
25,머리도 완전 남자에게 옷도 남자 옷 입고 다니는데 여자가 왜 저러는 것임?,3
26,8. 꽃 들고 사랑한다고 말해 주기 9.,1
27,완전 졸았네. 쟤는 대학생씩이나 된 게 가출이나 하고….,2
28,오늘은 보통 여자랑 틀린단 말이에요.,1
29,누니 탈모 실화냐?,3
30,왜 그랬는데???,2
31,에이. 내가 무슨. 나 못해.,0
32,욱하는 성격인가 보네 흐흐흐 저질러놓고 후회하는,1
33,완전 지루해 난 드라마만 보는데 이건 진짜 아니다 너무 질질 끈다 재 없어,2
34,그거야 상관없다만……. 뭐에다 쓰려고?,1
35,욱하는 성격인가 보네 흐흐흐 저질러놓고 후회하는,0
36,오늘은 보통 여자랑 틀린단 말이에요.,0
37,엉덩이만 아프더라 이게 머냐….,2
38, 돈벌이에 목구멍에 풀칠하려고 학위하고 죽치는 인간들만???,2
39,왜요~ 맛있는 거 사 드리려 그랬는데~,3
