,sentence,label
0,왜 꼭 저렇게 얄미운 짓 하는 건 이정현이냐?,2
1,난. 로마공주가종닷~~,0
2,상산고면 수재들만 모인 곳이네,3
3, 개 꼬시다 진짜 크크크,0
4,슬픈 액션 영화치고는 실망이 크다 부자간의 배신과원망으로끝나는것이너무허무하다,2
5,난. 로마공주가종닷~~,1
6,ㅋㅋ 대놓고 정준하 대상 만들기~ 무도다워요~~♡♡,0
7,ㅋㅋ 대놓고 정준하 대상 만들기~ 무도다워요~~♡♡,1
8,작가+감독+배우 다 열일. ㅠㅠㅠ,0
9,이제는 폐지가 답이네,2
10, 이것이 진정 우리가 이기는 길입니다!!,0
11,대한민국 최고의 미녀를 차지한 정지훈을 존경해.,1
12, 개 꼬시다 진짜 크크크,1
13,대한민국 최고의 미녀를 차지한 정지훈을 존경해.,0
14,하늘이 벌하는 거지 쯧쯧,2
15,작가+감독+배우 다 열일. ㅠㅠㅠ,1
16,"미안, 기다렸지.",3
17,역시나 김기덕 표 영화. 매우 싫다 - 정신건강에 매우 안 좋음. 괜히 봤어.,2
18, 뭐야 이거?,3
19,응. 별일은 없었어.,0
20,응. 별일은 없었어.,1
21,이번 대회 우승한 거 다시 한번 축하해요~,1
22,와…. 사람들이 남의 결혼까지 신경 쓸 여유가 있나 보네..,3
23,내가 영화를 잘 몰라서 그러는데 이런 걸 컬트 영화라고 하는 건가?,2
24,밤에 10시나 12시???,3
25,대단하시네요.. 열흘 동안 힘드셨을 텐데,0
26,대단하시네요.. 열흘 동안 힘드셨을 텐데,1
27,양 세 바리 뭘 해도 대박인 듯,3
28,옷 정말 이상하고 적응 안 됨,2
29, 내년이 마지막일 수도 있는;;; ㅜ,3
30,"어질러, 그러지 마. ",2
31,내 삶에 변화가 올까?,3
32,"아니, 그럼 어떡하란 말입니까! 무선도 안 되고 날씨까지 안 좋은데 한 팀으로 이럴 수는 없잖습니까!! ",2
33, 여수라고?,3
34, 이것이 진정 우리가 이기는 길입니다!!,1
35,이게 다 사드 때문인데 아직도 논점을 흐리는 수구 친일 매국 꼴통들이 있네,2
36,현대랑 다르네! 와우,3
37,이번 대회 우승한 거 다시 한번 축하해요~,0
38, 선생님들의 희생 잊지 않고 열심히 살겠습니다,1
39, 선생님들의 희생 잊지 않고 열심히 살겠습니다,0
