,sentence,label
0,너도 한번 해 볼래?,3
1,북한놈들 때문에 보초 서고 있는 군인들한테 고맙다.,1
2,네…. 알겠습니다.,1
3, 끝까지 맞으면서도 상대에게 주먹 한번 내밀지 않으신 점!!,3
4,2007년 전국의 텔 미 열풍은 잊을 수 없다,1
5,연아 선수 금메달 진심으로 축하드려요. ㅎㅎ~~,1
6,우리나라 핵 펭귄도 받아서 뭐라 깔 수가 없다…….,2
7, 존경합니다,1
8,그럼. 남편분께 폭행당한 건 사실입니까?,3
9,네…. 알겠습니다.,0
10,"이 정돈 괜찮아. 정면으로 상대랑 부딪치는 네 그런 점, 난 흉내도 못 내고， 싫어하진 않거든.",3
11,왜 저 집구석이 얽히면 사람이 죽어 나갈까?,2
12,"네? 아, 아닐 거에요! 저희 반 애들 그런 애들 아니에요!",3
13,옛날부터 하고 싶었던 붕어빵 장사해보고 싶네요!!!.,0
14,거기다 놔둬요.,3
15,2007년 전국의 텔 미 열풍은 잊을 수 없다,0
16,법도 개떡 같군,2
17,역시 방어력은 노트7!,1
18,하루살이 가을야구... 생명 연장!!! 고마워요. 오지사또 크크크,0
19,그럼 오늘 하루도 액션 스쿨 관리 잘해.,3
20,내가 웬만하면 글 안 남깁니다.. 정말.. 최악입니다.. 평점 믿지 마세요.. 제발….,2
21,빔 재수는 야당이 탄핵한다고 했는데 최순실 때문에 어영부영 이네,2
22,어릴 때부터 타고 싶었던 건데 학생 덕분에 타보네요.,1
23,가서 ? 가자,1
24,난 너희들을 우리나라 국민으로 생각하지 않겠다.,2
25,근데 이 자식이!,2
26,체력 아닙니까? 제가. 아직 쌩쌩하니까 걱정하지 마세요.,3
27,하루살이 가을야구... 생명 연장!!! 고마워요. 오지사또 크크크,1
28,연아 선수 금메달 진심으로 축하드려요. ㅎㅎ~~,0
29, 존경합니다,0
30,북한놈들 때문에 보초 서고 있는 군인들한테 고맙다.,0
31,누구 하나 불에 타 죽어야 액션 취할 거냐?,2
32,옛날부터 하고 싶었던 붕어빵 장사해보고 싶네요!!!.,1
33,하여간 이 짱깨 쉐리 들은 도움이 안 된다니까,2
34,역시 방어력은 노트7!,0
35,그러니까 왜 날 만나고 싶었느냐고요? 첫눈에 반했다는 말은 하지 말아요.,3
36,구속은 놀라운데 5이닝 동안 90개 가까이 던졌네….,3
37,어릴 때부터 타고 싶었던 건데 학생 덕분에 타보네요.,0
38,나라 망신 좀 그만 시켜라 이발 장난 동물아 네 자식 보기도 부끄럽지 않냐? 병이다 병,2
39,가서 ? 가자,0
