,sentence,label
0,러닝타임 견디는 게 고문이였음;;;,2
1,소름 돋고 할 말을 잊었다.,3
2,안 어울리게.,3
3,오오…. 체험기 쓰시다니 노력하시네요,0
4, 미군 주둔하면 식민지라며? ㅎ,3
5,잘 잤어?,3
6,드디어 뇌 술이 현실로 ㅠㅠ,3
7,혹시 몰라서 생리 대했는데 그 후론 피가 안 비추고 휴지에 분홍색 피가 묻어나는 정도네요….,3
8,아 뭐야 엄마~,2
9,와 맑은 서울 하늘. 크크크,1
10,더치페이하면 식당 수수료는 껌값임?,3
11,너무도 좋은 재석 오빠…. 카페에 드디어 갑했네여….,1
12,미친개 돼지들한텐 몽둥이가 정답,2
13, 나한텐 정말 인생 드라마인 듯.,1
14,오오…. 체험기 쓰시다니 노력하시네요,1
15, 법규 잘 지키고 예의 잘 지키게 교육해야 함.,0
16,갤럭시 정체에 걸리는 거 보면 토할 지경….,2
17,시즌 함부로 말하기 1호 시즌이 벌써 시작되었다,1
18,판검사님 모든 걸 검찰에서 제대로 자신이 한 짓을 실토하지 안 하면 최순실은 사형으로 심판하여 국민에게 광화문 네거리에 능지처참을 명하세요,2
19,야~그래도 역시 오래된 친구가 좋다! 네가 내 맘을 알아주는구나.,2
20,박근혜는 책임지고 하야하라,2
21,선진국은 시민 의식부터가 다르다….,1
22,기준이 우스워졌네~~~~ ㅋㅋ,0
23,중국이 1등 아닌가요? ㅋㅋㅋㅋㅋㅋㅋ,3
24,너무도 좋은 재석 오빠…. 카페에 드디어 갑했네여….,0
25,알어. 오빠가 주식에 투자한다고 네 곗돈까지 날려서 미안한데 오빠가 왜 목을 안 매는지 이유는 들어보라니까. ,2
26,선생님두…. 개구쟁이 같으셔.,3
27,완전히 일어나서 두 근 두 근이었습니다!!!,0
28,시즌 함부로 말하기 1호 시즌이 벌써 시작되었다,0
29, 법규 잘 지키고 예의 잘 지키게 교육해야 함.,1
30,"웬만하면 별 재미없다는 영화도 잘 보는데 이건 뭐지? 내가 이때까지 본 영화들 중에서 제일 재미 없고 지루하고 남는 거 하나도 없었던 영화임 이런 감상평도 처음 남김 ㅋ 대박 본지 좀됐지만, 아직도 최악으로 남아있는 영화.. 배우들이 아까.",2
31, 나한텐 정말 인생 드라마인 듯.,0
32,백 주부님 항상 응원합니다.,1
33,완전히 일어나서 두 근 두 근이었습니다!!!,1
34,심사위원 전민희 돋음. 0,3
35,선진국은 시민 의식부터가 다르다….,0
36,백 주부님 항상 응원합니다.,0
37,와 맑은 서울 하늘. 크크크,0
38,자연을 파괴하는 건 언제나 인간들….,2
39,기준이 우스워졌네~~~~ ㅋㅋ,1
