,sentence,label
0, 멋진 백 주부님!,1
1, 어쨌든 박수 짝짝짝,1
2,아니~ 있잖아~ 시험으로 착용해 보는 것까진 좋은데 교복 입고 신어 봤자 모르는 거 아냐?,3
3,정말 깜짝 놀라게 하네.,1
4,하기로 했어. 11월 발매 호부터.,1
5, 멋진 백 주부님!,0
6,하기로 했어. 11월 발매 호부터.,0
7, 전 정말 감사함을 느낍니다.,0
8,기자가 나나 예뻐서 그렇게 쓴 거잖아 이것들아!!,2
9,늙은이가. 쳐준 던 지. 벽에 똥칠하고. 쳐살던지. 왜놈은. 개 쪽 바리인 것이지. 일없습니다!!! 6씨널 놈,2
10,……어떻게 내가 거짓말을 하는 걸 알았어?,3
11,영화 수준에 비해 평점이 지나치게 높아서 1점…. 실제로는 5점 정도? 일단 여주인공의 행동이 너무 작위적이다.,2
12, 어쨌든 박수 짝짝짝,0
13,일 되게 잘되나 보네? 집엔 들어올 생각도 안 하고?,0
14, 원래 명절 지나면 몸무게가 느는데 오히려 줄었어요.,1
15,뭐든지 결말이 좋아야 하지만 도깨비는 그러기엔 엔딩 전까지의 매화들의 스토리들이 너무 말도 안 될 정도로 작가의 뛰어난 창의력이 매번 돋보였다.,0
16,손수 만든 케이크와 음식들과 선물 정도 생각하고 있고요,0
17,최우수상은커녕 우수상도 못 받으셔서 MBC 뭐 이런 데가 다 있나 했더니 대상을 받으실 줄이야.,0
18,최우수상은커녕 우수상도 못 받으셔서 MBC 뭐 이런 데가 다 있나 했더니 대상을 받으실 줄이야.,1
19,음 왜??? 저말을???,3
20, 원래 명절 지나면 몸무게가 느는데 오히려 줄었어요.,0
21, 정말 잘 던지세요,3
22,한 달 전?,2
23,"역시 너, 바보인지도 모르겠다.",3
24,뭐든지 결말이 좋아야 하지만 도깨비는 그러기엔 엔딩 전까지의 매화들의 스토리들이 너무 말도 안 될 정도로 작가의 뛰어난 창의력이 매번 돋보였다.,1
25, 전 정말 감사함을 느낍니다.,1
26,정말 깜짝 놀라게 하네.,0
27,"아무 말도 안 해. 그냥 약 잘 먹고, 마음 편히 가지라고 누구나 할 수 있는 말만 해주더라.",3
28,하늘이 화났다. 하늘이 노하셨다.~,2
29,"엄만,,, 안 죽을 거지?",2
30, 도대체 남자가 머플러가 몇 개야 ㅋㅋ,3
31,버스나 택시를 타도 소용없겠는데요?,3
32,암아 구덩이 던 성 해체 & 박살!,2
33,참 지랄도 풍년일세,2
34,일 되게 잘되나 보네? 집엔 들어올 생각도 안 하고?,1
35, 보고 엄청 놀 램;;,3
36,아이폰6S 사용자인데 겨울에 추우면 배터리 40% 넘게 남았는데 전원이 꺼집니다!! 구매하실 분들 이 증상 너무 심각합니다!! 고객센터에서는 알면서 as도 보상도 안 하고 있습니다!! 아이폰6S만 그런 게 아닙니다!!,2
37,혹시 너 만나는 사람 있냐?,3
38,"네 것은 네가 내 계집애야,",2
39,손수 만든 케이크와 음식들과 선물 정도 생각하고 있고요,1
