,sentence,label
0,놀고 있었네. 그게 진짜면 몇억 하는 문화잰데 가지고 올 수도 없을뿐더러 빚 2천에 너한테 그걸 주겠냐. 이 바보야.        ,3
1,12시부터 지금까지 받은 손님 11명. 크크크ㅋㅋㅋㅋ,1
2,SK) 환영합니다.,0
3,좋아요!!! 맨날 들어야지~~~~~♥?힘 Him!!,1
4,삼대를 능지처참 할 년,2
5,연락도 못할 정도로??,3
6,아주 친해 보이네.,1
7,하 코가 웃기죠? 좀 다쳤어요. 아 아….,3
8,진짜 좋아하고 항상 응원합니다!,0
9,14연패 ㅋㅋ 대단합니다,3
10,관심 감사합니다….,0
11,이 사람 참 진국일세!!!,1
12, 사형시켜야 한다!!!,2
13,돈 자랑 하러 나왔나??,2
14,"보라 누님의 풋 풋 하던 시절,",0
15,이 사람 참 진국일세!!!,0
16,그것보다 가격이 왜케 비싸냐?,3
17,어 멋? 언냐들 이 기사 너무 좋은데 어 터 하지 하하~,1
18,관심 감사합니다….,1
19,12시부터 지금까지 받은 손님 11명. 크크크ㅋㅋㅋㅋ,0
20,너무 잘하심,1
21,탄핵해라 새누리는 정신을 차려라,2
22,SK) 환영합니다.,1
23,그 기분 알 거 같은데요. 사랑할수록 손해 보는 기분. ,2
24,스스로나가면 연봉 안 줘도 되고 자르면 남은 기간 연봉 다 줘야 하고 그게 팩트다,2
25,박명수는 전라도 출신이니…….,3
26,눈치를 보는 게 아니라 기분 나쁠 수도 있으니까.,3
27,제주 짱깨 땅 회수하라,2
28,솔직히 이 영화는 '왜 컴 투 동막골' 패러디한 영화 같아. 하지만 기대에 못 미친 아류작.,2
29,네? 나 원래 잘 웃어요.,3
30,"보라 누님의 풋 풋 하던 시절,",1
31,나도 야구 경기를 하지만 이해 못함,3
32,좋아요!!! 맨날 들어야지~~~~~♥?힘 Him!!,0
33,어 멋? 언냐들 이 기사 너무 좋은데 어 터 하지 하하~,0
34,"1점도 아까운 영화, 주인공 연기 더럽게 못 하고 돼지에 무게 감독으로. 스타로 개 부실, 쓰레기 반전에 프로파일링 개연성 종범. 평점이 이렇게 높은 건 알바를 개 풀었거나 영화 보는 눈이 개 주영 급이란 소리. 돈 줄 테니 이 영화 보라 해도 안 볼 영화. OOO 시영화",2
35,진짜 좋아하고 항상 응원합니다!,1
36,너무 잘하심,0
37,"예, 원래대로 돌려놔야죠.",2
38,아주 친해 보이네.,0
39, 과연 무섭도록 정확한 표현이다.,3
