,sentence,label
0, 김기춘하고 둘 중 한 x는 당연히 거짓말이지….,2
1,저 아들 셋인데. 몰입해서봤네요…. 보는동안 멋지다 감탄했네요,1
2,"선배님, 여기 핸드폰이요. 회의실에 놓고 가셨더라고요,",3
3,예전에 이런 글 볼 때 그냥 웃으면서 봤는데 실화였어! 대박,3
4,감사합니다,0
5,사람 싫어하면 안 되는데…. 애는 왜 이렇게 싫지….,2
6,미국 내 한국인 불법 거주자가 많으니 이런 부당한 대우를 받고도 강력한 항의도 제대로 못 하네,2
7,연예인들은 왜 이리 짧게 느껴지냐,3
8,저 아들 셋인데. 몰입해서봤네요…. 보는동안 멋지다 감탄했네요,0
9,진짜 어제 경기는 앨빈 토플러 의 말이 그대로 적중하는 경기였지 응,3
10,무엇이든 열심히 하는 모습이 참 보기 좋던데 ~~언제나 응원합니다^^,0
11,메시 햄스트리이라메~~~??,3
12,아줌마.,0
13, 그래서 서양화된 한식을 자꾸 선보이는 거.,0
14,어어~ 잠깐만요. 이거 갖고 가요. ,3
15,부럽다 시키 잘살아라. ㅋㅋ,1
16,"아니 새해에는 덕담을 나누고 좋은 일만 생기도록 기원하는 첫날에, 18년이 느닷없이 나와서 완전 열 받게 만드네.",2
17,최고이십니다 !!,1
18,감사합니다,1
19,항상 응원하고 있어요~!,1
20,아줌마.,1
21,야 잣죽이네. 이거 우리 형이 되게 좋아하는 건데. ,3
22,아이폰 통화 품질 개. 쓰레기란걸 G5로 바꾸고 알게 됨…….,2
23,아줌마 여기 소주 한 병하고 닭똥집 하나요. ,3
24,일본도 일본이지만 한국 정부 뭔가 액션 좀 취해봐 왜 대책 없이 묵묵부답이야 답답하게,2
25,만들어 먹는 즐거움을 가르쳐준 백 선생님을 응원합니다.,1
26,무엇이든 열심히 하는 모습이 참 보기 좋던데 ~~언제나 응원합니다^^,1
27,빨리 뒈지란 소리인가요?,2
28,최고이십니다 !!,0
29,부럽다 시키 잘살아라. ㅋㅋ,0
30, lg 쓰는데 kt에서 LTE 2기가 쿠폰 주면 머 어떻게 쓰라는 거야??,3
31,만들어 먹는 즐거움을 가르쳐준 백 선생님을 응원합니다.,0
32,그런다고 내가 아니라고 할 거 같아서 그래요?,3
33,좀 검증된 애들 좀 출현시켜라 이탈리아 특집 장난하냐,2
34,항상 응원하고 있어요~!,0
35, 형만 입이고…. 나는 입 아냐! 왜 형만 줘,2
36, 그래서 서양화된 한식을 자꾸 선보이는 거.,1
37,실제로 고관절 부상 이전까지 윤길현이 78회는 잘 막아줬지.,1
38,실제로 고관절 부상 이전까지 윤길현이 78회는 잘 막아줬지.,0
39,법에 위아래가 어디 있냐? 기사 쓰는 꼬락서니 하고는 ?,2
