,sentence,label
0,살짝 약은 게 오히려 더 소녀답잖아요?,3
1, 더 큰 기후 문제의 전조현상 혹은 이미 그 시작점에 선 것은 아닌지 두렵다….,3
2,역시 방어력은 노트7!,1
3,여자가 운전하는 것도 위험한데 술 먹은 여자가 운전? 으아,3
4,길바닥에서 사람 죽고 시체 썩는 냄새가 나 자기에게 피해가 될 거라 생각될 즈음에야 어디에 신고할 듯,2
5,"그, 그러게…….",0
6,네 지인들은 네 평소 행실이 수십 배는 더 강압적이라던데 ㅋㅋ,2
7,그럼요,2
8,개인적으로 8:45 heaven 젤 좋았음 초 명곡 덜덜,1
9, 응원 소리 크다는 소문이 있던데 혹시 오빠 진정해요. ㅋㅋ,1
10, 불쌍한 애 데려다 이게 먹고?,2
11,딸의 사진들을 정리하다가 모아보았어요…. ㅎㅎ,1
12, 닦다 보니 ?,1
13,아님 그런 거 별 상관없나요??,3
14,세분 모두 느낌 좋으니까~~~~~축하해요,1
15,그니까 국보는 원래 가려주고 숨겨줘야 신비한 거라니까….,3
16,그런데요. 이거 버리는 거 맞습니까?,3
17,개인차겠지만 정말 지루했다.,2
18,개인적으로 8:45 heaven 젤 좋았음 초 명곡 덜덜,0
19, 특검 힘내세요,0
20,제일 실망스러운 일본 영화,2
21,역시 방어력은 노트7!,0
22,조선일보가 이런 기사를 쓰네? ㅋㅋ,3
23,"이거에 그리 기여한 바는 없지만, 너무너무 축하해요. ㅠㅠㅠ",1
24,딸의 사진들을 정리하다가 모아보았어요…. ㅎㅎ,0
25, 내년이 마지막일 수도 있는;;; ㅜ,3
26,다른 사람의 아픔을 공감 못 하는 그 여자는 추악한 소시오패스임!!!,2
27,김경숙인가 진짜 말 많더라 나는 김경숙이 간 사인 줄 알았다,3
28,와 지금 먼지가 거의 안개 수준이다….,2
29, 항상 기다릴 테니까!,1
30,"그, 그러게…….",1
31, 항상 기다릴 테니까!,0
32,마음 같아선 쳐들어가서 죽여 버리고 싶고만 참다 병 생기겠다,2
33,"이거에 그리 기여한 바는 없지만, 너무너무 축하해요. ㅠㅠㅠ",0
34, 닦다 보니 ?,0
35, 응원 소리 크다는 소문이 있던데 혹시 오빠 진정해요. ㅋㅋ,0
36,회사 안 나와도 돼. 너 와봤자 도움 될 거 하나 없어. 넌 그냥 여기서 학이나 접어. 농땡이 치지 말고. 알았지?,3
37,크크크 그래도 그쪽은 자기 생각이라도 말하지 이쪽은 닭이라서 ㅋㅋㅋ,2
38, 특검 힘내세요,1
39,세분 모두 느낌 좋으니까~~~~~축하해요,0
