,sentence,label
0,정승환 안테나로 갔었구나.,3
1,"그래. 나도 더럽고, 치사해서 안 받아. 줘도 받기 싫어. 나간다.",1
2,모두 수고하셨어요^^,0
3,"너, 아직 반 아이들 이름 못 외우고 있지?",2
4,모두 수고하셨어요^^,1
5,태연이랑 결혼하고 싶어요,0
6, 힘내요 직장 분들,1
7,안녕~오늘 더쇼 1위 진짜 진짜 축하하고!,1
8,"그래. 나도 더럽고, 치사해서 안 받아. 줘도 받기 싫어. 나간다.",0
9,안녕~오늘 더쇼 1위 진짜 진짜 축하하고!,0
10,저년 찢어 즉 이야 한다,2
11,조여옥 대위의 위증 조사해야 합니다.,2
12,쟤 한국 사람 아니잖아 양키 아녔어?,3
13,비판이 아니라 빙판…. 기자야…….,2
14,"솔직히 그 아줌마, 팀장이라는 직함 빼면 뭐 있나? 안 그래? 저나 나나 다 같이 나이 먹어가는 처지에, 뭐가 무서울 게 있냐고, ",2
15, 루이로 와줘서 정말 고마웠어.,1
16,……비뚤어졌잖니.,3
17,사양할 것 없다.,1
18,린즈링이 너무 이뻐 ㅠㅠ_뉴 이상형 !! 하지만 영화는 쓰레기…. 휴….,0
19, 루이로 와줘서 정말 고마웠어.,0
20,아... 네….,3
21, 힘내요 직장 분들,0
22,이런 애들만 있냐,2
23,LG 화이팅……. 김민기 화이팅,1
24,그리고 그 사람은 일부러 물어보기까지 해서 네가 있는 곳으로 왔다며?,3
25,그러니까! 자!! 싱글로 가는 마지막 여행이에요. 마지막으로 늙은 소년의 로망을 이루세요.,3
26,이제 그럼 네가 내 마누라야?,3
27,삐쳐서 시위하는 것도 하루 이틀이지. 이러다 정말 골병들겠어.,3
28,사양할 것 없다.,0
29,ㄱ= 그냥 닥터랑 같은 저질 B급 영화!,2
30,그래……. 그럼 열심히 하라고 전해 주라. 내 후배한테.,3
31,"아, 이제 좀 안심이 되네. 얼마나 걱정했는지 알아? ",3
32,LG 화이팅……. 김민기 화이팅,0
33,내가 언제 화를 냈다고 그래?,2
34,우리나라 최초의 우주인은 미국인이 되었답니다^^,2
35,이런 소식은 반가운 소식이다,0
36,태연이랑 결혼하고 싶어요,1
37,이런 소식은 반가운 소식이다,1
38,야영화 진짜…. 차라리액션으루 쭉 가지…. 뭐야이건-_-,2
39,린즈링이 너무 이뻐 ㅠㅠ_뉴 이상형 !! 하지만 영화는 쓰레기…. 휴….,1
