,sentence,label
0,아베가 쫀다…. 이방카 앞에서,3
1,그때 왜 갑자기 마음이 변했지…?,3
2,차우찬 가지고 쥐래 반을 좀 너무하지 않냐 크크크,1
3, 어디에서 지우는 거냐,2
4,타이틀처럼 음식이 어렵다는 편견을 조금은 깨게 해주신 백 선생께 감사드립니다…….,1
5,실제로 보니까 생각보다 작고 형편없는 글 순화케 생겼던데 그 얼굴로 맨날 만취해서 운전? ㅋ,3
6, 언제나 항상 밝은 모습으로 열심히 노력하시는 모습을 보니 정말 수고 많으셨습니다.,0
7,새누리당도 이번에 탄핵에 동참 안 하면 다음이라는 건 없다는 거 기억해야 할 거다!,2
8,아시는 분이 계신다면 꼭 좀 알려주시면 감사하겠습니다.,0
9,홧팅이에요*^___^*,1
10,28살 남자 취업했습니다.,0
11,뺨 갈겨주고 싶다 시. ㅜ. 발. ㅜ. 년,2
12,아자 아자 엘지 만세 재현 님 만세!!!,1
13,차우찬 가지고 쥐래 반을 좀 너무하지 않냐 크크크,0
14,암만 그래도 봉중근 선발은 아니지….,2
15,한국 최고의 여장부이십니다,1
16,28살 남자 취업했습니다.,1
17,버스나 택시를 타도 소용없겠는데요?,3
18,일본 왜놈 클래스 답 없네…….,3
19,정말 지루했어요. 끝까지 못 보겠더군요. 사랑해 파리는 볼만했는데 이건 너무 루주,2
20,한 장면 한 장면이 예술이다.,0
21,아침에 일어나서 씻고 일 갈려 하니 아주 화난다,2
22,괜찮네.,3
23,용병 승수 빼버리면 두산보다 위다!!. 용병 타자까지 더 하면 두산보다 +10은 했을 거다..,2
24,아시는 분이 계신다면 꼭 좀 알려주시면 감사하겠습니다.,1
25,구체적으로 액수를 말하면 간단한 걸 가지고 복잡하게 얘기할 필요 없잖는가. 큰 거 한 장이면 일억을 이야기하는 건가 아니면 십억을 이야기하는 건가?,0
26,아자 아자 엘지 만세 재현 님 만세!!!,0
27,홧팅이에요*^___^*,0
28,메시도 못 받아본 상을 탔네,3
29,한국 최고의 여장부이십니다,0
30, 언제나 항상 밝은 모습으로 열심히 노력하시는 모습을 보니 정말 수고 많으셨습니다.,1
31,한 장면 한 장면이 예술이다.,1
32,구체적으로 액수를 말하면 간단한 걸 가지고 복잡하게 얘기할 필요 없잖는가. 큰 거 한 장이면 일억을 이야기하는 건가 아니면 십억을 이야기하는 건가?,1
33,자퇴? 장난하나 입학기준도 안 되는데 말 똥도 한번 치우지도 않는 공주라며?,2
34,슈퍼컴퓨터가 있으면 뭐 하냐 기상청은 슈퍼컴퓨터를 읽지도 못하는데,2
35,"역시. 너 문제가 있어서 갇혔던 애구나. 그럴 줄 알았어. 너희 할머니는 절에다가 가두냐? 나도 비슷한 할아버지 있어서 네 처지 이해하는데 야, 그래도 그런 장난치고 도망가면 안 되지.",3
36,신경 쓰지 마! 근데 너! 왜 아까부터 말이 계속 짧아? 시종일관 반말이네?,3
37,타이틀처럼 음식이 어렵다는 편견을 조금은 깨게 해주신 백 선생께 감사드립니다…….,0
38,엄마라는 이름으로 더러운 짓 하고 다니지 말아,2
39,"도대체 페어플레이를 몰라, 페어플레이를! 고부가 장단이 맞아서 지구는….",3
