,sentence,label
0,김태리는 이쁘건 당연한데 묘한 분위기가 있음~~,0
1,김태리는 이쁘건 당연한데 묘한 분위기가 있음~~,1
2,아~~~,3
3,코노미 웹은요?,3
4,앗싸~ ,2
5, 오버들이 태어남으로써 이 자리에 잇는 거잖아요??,1
6,연기력에서 유혹하지 못한다.,2
7,제대해서 좋아~~~,0
8,"그래, 얼른 가져와. 아니, 내가 같이 갈까?",3
9,... 기특해서. 귀여워서. ,0
10,속초 살면서 나가보니 엄청난 사람들이 포켓몬을 잡으러 다니는 모습에 놀랐네요~0.0,3
11,박근혜 내시들,2
12,? 아니지만 정말 반가운 소식이다,0
13,불법이래. 크크크 누굴 위한 법이냐 이딴건,2
14,항상 고마워요?,1
15,인간문화재 할머니 병신춤 계승하러 그룹 그만뒀나?,2
16,왜 댓글이 계속 사라지는 건데,3
17,역시 방위산업도 삼성!!!,1
18,역시 방위산업도 삼성!!!,0
19,전 남자 친구에게 연락 왔어요,3
20,책임질 수 있냐?,2
21,최순실이 영악해서 심복으로 500명은 문제도 아니지 돈으로 매수,2
22,"아뇨, 그게요, 제가 생각했던 것보다 시간이 많이 남더라고요~?",3
23,? 아니지만 정말 반가운 소식이다,1
24,항상 고마워요?,0
25,내가 살았으면 좋겠어?,2
26,하지만. 그건 다른 사람에게서 이유를 찾는다는 소리야. 무언가를 결정할 때 다른 사람이 얽히면 실패했을 때 변명을 할 수가 있거든. 할 수 없지. 어쩔 수 없어， 이렇게. 그게 안 되면 힘들긴 하지. 실패했을 때 전부 자기 책임이 된다는 게. 도망칠 구석이 없다는 것 말이야.,3
27,... 기특해서. 귀여워서. ,1
28,보는 내내 전범기. 작은 해님 캐릭터마저 멀리서 전범기로 표현하고 괴물 뒤 태양 빛은 보는 내내 전범기를 연상케 함. 이게 대작이라니? 말이 되는 소릴.,2
29,"그럼, 오래된 친구 좋다는 게 뭐냐, 안 그래? 내가 그래도 너하고 벌써 몇 년 된 친구냐.",2
30,형님 ㅋㅋ)  행님이 정사 모를 버리실 턱이 없죠.,0
31,나이가 몇 살인데.. 대위역을. . 엄청날 때로 착각하네. . ㅎ ㅎ….,1
32, 오버들이 태어남으로써 이 자리에 잇는 거잖아요??,0
33,어? 그래….,3
34,나이가 몇 살인데.. 대위역을. . 엄청날 때로 착각하네. . ㅎ ㅎ….,0
35,이게 국과수에서 넘어온 자룝니까?,3
36,제대해서 좋아~~~,1
37,형님 ㅋㅋ)  행님이 정사 모를 버리실 턱이 없죠.,1
38,카메오인데 주연 포스 드라마를 영화로 만들어버리는 김혜수,0
39,카메오인데 주연 포스 드라마를 영화로 만들어버리는 김혜수,1
