,sentence,label
0,이찬 오빠 생일 축하해요♡,1
1,조인성 형님 멋있오…. 더킹 대박….,1
2,이찬 오빠 생일 축하해요♡,0
3,우리나라는 양호한 거네 위로가 된다.,0
4,너무 충격적이고 눈물이 나왔어요 결혼까지 생각하는 남잔데…….,3
5,의자가 삐걱거리는 소리가 심상치 않네. 의자에 너무 가혹한 거 아니야?,1
6,씨바 내가 네 몸뚱아리에 주사 놓으라고 임신해서 토하면서까지 일 한 줄 알아??,2
7,염병하네! 염병하네! 염병하네!,2
8,집밥 백선생 감사히 잘 보고 있습니다,0
9,회사에 가서 놀래 주려고.,2
10, 당내 지지가 부족해도 국민의 지지만으로 대통령 후보도 되고 대통령도 되며 잘못하면 대통령도 바꾸는 시스템을 만들어 우리 아이들에게 자식 낳고 행복하게 살고 싶은 미래를 만들어 줍시다.,0
11,내 새끼가 아니어도.. 내 지인이 아니어도.. 그저 하염없이 애가 타고 눈물이 나서 일손이 안 잡히던 때다.. 이 나쁜…. 녀ㄴ아,2
12,근데 김소은 연기 잘하네,1
13,애가 없어서 다행이다,1
14,조인성 형님 멋있오…. 더킹 대박….,0
15,우리나라는 양호한 거네 위로가 된다.,1
16,둥글고 아름다운 푸른 별 지구.,1
17,"50원에서 100원으로 올랐을 때 세상 망하는 줄 알았다 ㅡㅡ;,",3
18,만 오천 원 주고 깎았습니다.,3
19,근데 김소은 연기 잘하네,0
20,나 개돼지 민중인데 소송이 가당키나 하니?,3
21,이이제이…. 트럼프가 생각했던 거보다 영리하네….,3
22,살인죄가…. 벌금형?,3
23,둥글고 아름다운 푸른 별 지구.,0
24,생일 축하드리고 항상 응원할게요!!,1
25,의자가 삐걱거리는 소리가 심상치 않네. 의자에 너무 가혹한 거 아니야?,0
26,이걸 왜 버려?,3
27,근데 네 딸 진짜 이쁘더라. 넌 좋겠다.,2
28,맞아요! 저. 고등학교 때. 맨날 그렇게 문제 풀었어요.,3
29,애가 없어서 다행이다,0
30,집밥 백선생 감사히 잘 보고 있습니다,1
31,생일 축하드리고 항상 응원할게요!!,0
32,생긴 건 개 귀요미인데 성격은 개지. 뢀맞구만,3
33,"우리, 병원에서 탈출할까?",3
34,어떻게 들어가죠..? 아예 문도 안 열어주시는데….,2
35,박근혜가 저 사업 추진 중인가? 변기냐,2
36,눈앞에서 본인 과실로 인해 사고가 벌어졌는데 그대로 현장을 떠난 이 악마는 어디서 무얼 하고 있을꼬,2
37,왜 그랬냐? ,2
38,여긴 어떻게 알고 찾아왔어요? ,2
39, 당내 지지가 부족해도 국민의 지지만으로 대통령 후보도 되고 대통령도 되며 잘못하면 대통령도 바꾸는 시스템을 만들어 우리 아이들에게 자식 낳고 행복하게 살고 싶은 미래를 만들어 줍시다.,1
