,sentence,label
0,"봐라, 봐라? 아직 안 죽었지?",3
1,1위 기대합니다. ㅎㅎ,0
2,누나 가슴속에 3천 원쯤은 있는 거잖아요!! 화팅,1
3,야. 그렇구나! 마음이 약하구나,0
4,특검 잘한다!,1
5,크크크 자신 있네 금요일이라 했다신있네 금요일이라했다?,0
6,너랑 같이 있는 하루하루가 너무 소중해서.,1
7,그러니 조센징 소릴 듣지….,2
8,특검 잘한다!,0
9,"곧 비가 그치고 먹구름이 걷히면 무지개가 보일 테니 ,",0
10, 이건희 아들 아니었음 삼성 평사원이나 취직했겠냐!!!,3
11,어제 자기 전만 해도 18등이었는데 지금 4등이나 올랐어요!,0
12,벌써 10개월이네요~~~,3
13,유행 지난 지가 언젠데,2
14,아 쪽팔린다 진짜…. ㅋㅋㅋ,2
15,네~ 그럼 다른 기념품들도 잘 부탁해~,1
16, 너희가 공직자이기 전에 먼저 인간이냐?,2
17,어제 자기 전만 해도 18등이었는데 지금 4등이나 올랐어요!,1
18,여러분 약이 이렇게 무서운 겁니다. ㅋㅋㅋ,3
19,임창정같이 생겼네?,3
20,일단 귤이라도 먹을래?,3
21,"곧 비가 그치고 먹구름이 걷히면 무지개가 보일 테니 ,",1
22,중국에 구글이 존재하지 않듯이 구글의 세계에서 중국은 존재하지 않는다.,2
23,진짜 양현석이 와이프를 얼마나 좋아하고 사랑했으면 이재진한테 그렇게 잘해줄 수가 있는지요,1
24,우유병 그거 보고는 아주 조금 으응…?,3
25,야. 그렇구나! 마음이 약하구나,1
26,네~ 그럼 다른 기념품들도 잘 부탁해~,0
27,무조건 삼성은 안대.,2
28,어때? 본격적으로 미운털이 박힌 소감은.,3
29,내가 잘못 본건 아니죠?,3
30,진짜 양현석이 와이프를 얼마나 좋아하고 사랑했으면 이재진한테 그렇게 잘해줄 수가 있는지요,0
31,해줄 욕도 없다~~!!,2
32,아빠 저예요. 작업 중이세요?,3
33,똘아이한테는 싸 이 코가 딱 맞지….,2
34,그나마 죗값 덜 받으려면 네 윗선 사실대로 다 불어라,2
35,크크크 자신 있네 금요일이라 했다신있네 금요일이라했다?,1
36,아비라는 사람이 노래가 나오냐고요?,2
37,1위 기대합니다. ㅎㅎ,1
38,누나 가슴속에 3천 원쯤은 있는 거잖아요!! 화팅,0
39,너랑 같이 있는 하루하루가 너무 소중해서.,0
