,sentence,label
0,이 선수 88서울올림픽 때 동독 상대로 골 넣었던 게 생생히 기억나는데 아직도 현역이라니,3
1,그렇게 욕을 잘한다고….,3
2,"그게 아니고요... 왜 사람들은 자기 이름 말할 때, 꼭 두 번씩 말하잖아요.",3
3,아기엄마들의 전투 육아 스토리를 이모티콘으로 만들어 봤어요.,0
4,어? 어... 흐흐….,1
5,크면 좋은 것이다…. 아빠를 자랑스럽게 생각할 수 있어~ㅋ,0
6,드디어 기다리고 기다리던 시니어 금메달!!,1
7,아기엄마들의 전투 육아 스토리를 이모티콘으로 만들어 봤어요.,1
8,이해가 안 돼서 재미없는 거냐..? 뭔지 모르겠다 이편은,2
9, 개 꼬시다 진짜 크크크,0
10,그게 지금 하고는 있는데…. 생각보다 만만한 문제가 아니라서….,3
11,월화는 구르니 수목은 루이~~♥,0
12,드디어 기다리고 기다리던 시니어 금메달!!,0
13,아. 저도 농담한 건데.,3
14,아 진짜 대체 뭔 내용인지도 모르겠고 액션도 어설프고 멋있어 보이려는 건 다 흉내 냈네,2
15,봤는데…. 봤는데…. 왜 만든 거예요?? ㅋㅋ영화 수준이 아니던데 그냥 드라마. 배우들 역할 왜 이리 안 어울리냐,2
16,카피의 왕국 중국에 공장 세울 때 알아봤다. 누굴 탓함.,2
17,그렇게 좋아요?,1
18,정말 쉽게 알려주셔서 감사해요,1
19,전직 카레이서가 집안 박살 낼 정도의 운전미숙을?,3
20,너도 1년 남았다 이 쉐키야 가만히 있어라,2
21, 개 꼬시다 진짜 크크크,1
22,항상 좋은 모습 보여주셔서 감사하고요.,1
23,JTBC 짱이다~,1
24,제일 큰 문제는 불법주차임.,2
25,월화는 구르니 수목은 루이~~♥,1
26,그래서 노벨문학상 못 받게 했나~?,2
27,어? 어... 흐흐….,0
28,형님! 오른쪽... 행님!,2
29, 애들 얘기를 좀 보여라.,3
30,제습만 틀어도 춥던데???,3
31,정말 쉽게 알려주셔서 감사해요,0
32,JTBC 짱이다~,0
33, 사람이 바뀐 건가 ㅋㅋㅋ,3
34,항상 좋은 모습 보여주셔서 감사하고요.,0
35,이번에도 선거 조작 짓거리해서 허수아비 세울 생각은 말아라. 개누리야,2
36,? 진짜배기 싫네,2
37,그렇게 좋아요?,0
38,우와... 대박... 이래서 미국 미국 하는 구나. 덜덜덜,3
39,크면 좋은 것이다…. 아빠를 자랑스럽게 생각할 수 있어~ㅋ,1
