,sentence,label
0,뭔데?,3
1,응? 뭐라 그랬는데? ,3
2,번개와 히어로라는? 공통점 때문인지 토르 단독 패러디 포스터도 만들어졌네요 ㅋㅋ,0
3, 자기 앞에서 사고 난 건데,3
4,기업윤리 의식 좀 각성해라,2
5,최선을 다해봐라 꿈쩍 안 할 것이다 대한민국 수호 어버이연합회,0
6,그래~ 계속 그렇게 선동 보도~~끊임없이 해라~~어리석은 국민들도 결국은 너희들의 본색을 알게 될 것이다,2
7,면접 제의가 너무 조아여 ㅋㅋㅋ,0
8, 진심으로 도망치지 않고 제대로 사과하고 일 마무리 지어줘서 고마워요,1
9,항상 방송도 잘 챙겨보고 라디오도 잘 듣고 있어요,1
10,이런 삼류 쓰레기 영화가 없다 1덤조차아깝다. 절대 보지 말아라. 인생의 가 당 시간 낭비가 될 것임.,2
11,이런 선수 또 없습니다…….,1
12,남편이 생활비 60만 원으로 생활하는 여자를 만나고 싶다네요,2
13,저는 집이 강원도라서 야구장에 갈 기회가 없어서 안타까웠는데 이렇게 봐서 좋아요.,1
14, 진심으로 도망치지 않고 제대로 사과하고 일 마무리 지어줘서 고마워요,0
15,마지막 씬에서 향수 뿌리는 거 빵부터 짐 ㅋㅋ,0
16,최선을 다해봐라 꿈쩍 안 할 것이다 대한민국 수호 어버이연합회,1
17,박근혜 년 때문에…….,2
18,아직도 창조설을 믿는 무 식충들이 있습니까?,3
19, 어제 발주 내서 온 그래놀라 먹었더니 맛있다 ㅋㅋㅋ,0
20,아 정말 정신병자가 대통령을 했구나,2
21,나라에 기여한다고 정의까지 망각하진 말아야지,2
22,고깃집 연기에 환경세 내라 할 기세다,2
23, 포지션과 똑같고 ㅋㅋㅋ,1
24,이이제이…. 트럼프가 생각했던 거보다 영리하네….,3
25,뭐야... 똑순이였네….,3
26,이건 정말 중요한 문제란 말이에요,3
27,왜? 내가 잡아먹을까 봐 겁나?,2
28, 포지션과 똑같고 ㅋㅋㅋ,0
29,비호감에 양파 같은 인간,2
30,면접 제의가 너무 조아여 ㅋㅋㅋ,1
31,저는 집이 강원도라서 야구장에 갈 기회가 없어서 안타까웠는데 이렇게 봐서 좋아요.,0
32,그렇게 적당히 좀 마시지.,3
33,항상 방송도 잘 챙겨보고 라디오도 잘 듣고 있어요,0
34,마지막 씬에서 향수 뿌리는 거 빵부터 짐 ㅋㅋ,1
35,그래도 강진인데 사망자 없는 거 보면 대단한 듯,3
36,번개와 히어로라는? 공통점 때문인지 토르 단독 패러디 포스터도 만들어졌네요 ㅋㅋ,1
37, 어제 발주 내서 온 그래놀라 먹었더니 맛있다 ㅋㅋㅋ,1
38,이런 선수 또 없습니다…….,0
39,친 박 집회를 보면서 어느 정도 예상했다,3
