,sentence,label
0,공급물량 조절하면서 물건 가치를 올리는 듯……. 머 노트 시리즈야 워낙 스타디셀러니까…….,2
1,승관아~ 너에게 편지를 안 쓸 수가 없네.,0
2,감사하고 그저 고맙습니다,0
3,이런 영화가 먹히는 시대가 있었다. 성찰이 지엽적이고 단편적이라 메시지가 분명하지 않기도 하거니와 자신도 정리하지 못한 흔적이 역력하다. 간혹 보이는 좋은 화면은 볼만한 수준. 한마디로 정보가 없던 시절에 작가주의라는 편리한 도구를 이용한 졸작.,2
4,카드 명세서 보니 무슨 노래방 무슨 술집 그리고 모텔 등 다,3
5,이러한 소소한 배려와 나눔이 삶의 큰 감동이네….,0
6,하: 이런 걸 본다고 9천 원 씀. 크크크 오늘 첨 나와서 재밌겠다고 하고 봤는데 중간에 학교에 갇힌 남자 두 명 어떻게 된 지 나오지도 않음 ㅋㅋㅋ 나간 지 안 나간 건지 죽은 건지 살았는지도 안 나옴 ㅋㅋㅋ 그리고 마지막에 뜬금없이 끝 진짜 뭐 이런 영화가 다 있지 별점 하나도 너무 많다. 크크크,2
7,이번에 돈 뜯어서 자기네들이 꿀꺽하려고 했지. 정부도 벌 받은 거지…. 비 이이일 신들,2
8,여보 여보 입에 달고 살다가 헤어지고 만나서 얘기하는데 이름 부르기도 이상하고야 네 거림ㅋㅋㅋㅋㅋ나만이런가,0
9,정말 오빠가 ?? ,3
10,요즘 여자들이 남자를 호갱님으로 알긴 하지,2
11,"수업도 들었는데, 누나도 급식 먹고 갈래요?",3
12,요리를 가장 쉽게 알려주셔서 정말 감사합니다~~,1
13,감사하고 그저 고맙습니다,1
14,"요즘  우리 신랑은 새로운 반찬만 생기면, 바로 ""백 주부가 알려줬어?"" 이러고 물어봅니다.",1
15,그날 한 거 하나도 없이 어디 처박혀 있었냐,2
16,버스 안에서 오지 게 처맞겠네,2
17,대충 들었어요.,3
18,야 그냥 중국 전역에 미사일 좀 쏴라,2
19,"대단해, 꼼수를 부리는 데에는 정말 탁월하구나.",3
20,여기 있을 줄 알았어.,3
21,좋겠네! 월급올라서~^^,0
22,은팔찌 축하한다~ 아버지가 자랑스러워 하시겠네. 크크,0
23,이러한 소소한 배려와 나눔이 삶의 큰 감동이네….,1
24,좋겠네! 월급올라서~^^,1
25,요리를 가장 쉽게 알려주셔서 정말 감사합니다~~,0
26,헐…. 설마 우리나라에서 멘 부커상 수상자가 나올 줄이야……. 정말놀랍다. 근대 나 멘 부커상을 오늘 처음 알음,0
27,헐…. 설마 우리나라에서 멘 부커상 수상자가 나올 줄이야……. 정말놀랍다. 근대 나 멘 부커상을 오늘 처음 알음,1
28,"요즘  우리 신랑은 새로운 반찬만 생기면, 바로 ""백 주부가 알려줬어?"" 이러고 물어봅니다.",0
29,제가 아직 요리 초보인데 백 주부님의 방송을 보면 저 같은 학생들도 쉽게 보고 따라 할 수 있어요,1
30,군대 때 해병유격·대테러 교육 침 질질 흘리면서 훈련받았었는데 그때 생각 많이 나더라….ㅅㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ,2
31,승관아~ 너에게 편지를 안 쓸 수가 없네.,1
32,이 영화 실화라면서???,3
33,여성하고 범죄하고 무슨 관계?,3
34,"괜찮아요, 진짜 됐어요.",3
35,제발 처넣어라,2
36,여보 여보 입에 달고 살다가 헤어지고 만나서 얘기하는데 이름 부르기도 이상하고야 네 거림ㅋㅋㅋㅋㅋ나만이런가,1
37,제가 아직 요리 초보인데 백 주부님의 방송을 보면 저 같은 학생들도 쉽게 보고 따라 할 수 있어요,0
38,은팔찌 축하한다~ 아버지가 자랑스러워 하시겠네. 크크,1
39,보고도 믿어지질 않네! 한국에서 저런 일이~!!,3
