,sentence,label
0,류준열 기대됩니다. 오피셜 곧 뜨길 바랄게요,0
1,나쁜 년 빨리 처벌해라.,2
2,소원 하나 풀었네. 누가 밀어주는 스케이트 타고 싶었는데. ,3
3,헉 나부터 암 체크해야겠다 제길….,3
4," 힘들고 지칠 때도 많았을 텐데 늘 밝은 모습으로 와줘서, 캐럿이라는 이름을 행복하게 해줘서 고마워요",0
5,5강 물 건너갔던걸 알고 부상선수들 걱정해주는 척 하네 흐흐흐,1
6,뭉클하다…. 이런뉴스를 많이 보내주세요….,0
7,항상 건강하길 바랍니다.  사랑합니다.~!,0
8,오늘도 연아 선수의 경기를 보며 혼자 울컥 눈물을 흘립니다….,1
9,우리 모두 준혁이 옷과 LG 선수들이 선전할 수 있게 기를 넣어줍시다.,0
10," 힘들고 지칠 때도 많았을 텐데 늘 밝은 모습으로 와줘서, 캐럿이라는 이름을 행복하게 해줘서 고마워요",1
11, 개 꼬시다 진짜 크크크,1
12,아 진짜….,3
13,3번은 가중처벌 ㅠㅠ,2
14, 그동안 수고 많으셨습니다!*^^*,0
15,창시기는 한계를 못 뛰어넘은 실패한 투수다,2
16,오늘도 연아 선수의 경기를 보며 혼자 울컥 눈물을 흘립니다….,0
17, 개 꼬시다 진짜 크크크,0
18,협심증이 급성 심근경색증으로 악화할 수도 있대….,3
19,대 제국 영국이 EU에서 완전 왕따가 되는구나.,2
20,댓글 좀 봐 결혼하기 싫어,2
21,뭉클하다…. 이런뉴스를 많이 보내주세요….,1
22,아니~. 오빠치고는 참 잘했어요 싶어서 말이야.,3
23,뻔뻔한 년들 때문에 종일 짜증이 난다. 이년들아!!,2
24,"알았어요. 그러면 감옥 가죠. 뭐, 어차피 결혼은 인생의 무덤인데…. 무덤 보다는 감옥이 낫지",2
25,"하루아침에 된 애들도 아니고, 몇 년씩 훈련하고 다듬고 완벽한 상품으로 만들어 내보내는 애들인데, 당연….",2
26,판세들이 삼성 앞에서는 깨갱대지 개. ㅡ 한민국,2
27,항상 건강하길 바랍니다.  사랑합니다.~!,1
28,왜 하필 대구일까?,3
29,8. 꽃 들고 사랑한다고 말해 주기 9.,1
30,류준열 기대됩니다. 오피셜 곧 뜨길 바랄게요,1
31,5강 물 건너갔던걸 알고 부상선수들 걱정해주는 척 하네 흐흐흐,0
32,"아, 그러지 말고요!",3
33, 그동안 수고 많으셨습니다!*^^*,1
34,우리 모두 준혁이 옷과 LG 선수들이 선전할 수 있게 기를 넣어줍시다.,1
35,이거 꽤 두근두근한 데?,2
36, 초가삼간 태우는 길에서 조금은 벗어났네.,3
37,이건 진짜 산모가 대단한 거다 후들후들 ㄷ,3
38,8. 꽃 들고 사랑한다고 말해 주기 9.,0
39,"아아 진짜.... 근데, 아줌마 이러고 누운 거 그 사탕 준 남자가 알아도 괜찮을까?",3
