,sentence,label
0,2017년에 대선이 있더라고요~!,3
1,만화 메이저보다 더 괴물이네 역대급 선수 인정,3
2,"이리 와봐. 와, 멋있다. 진짜 멋있다. 정말 너무너무 멋있다. 미안해. 그런데 졸려도 꾹 참고 끝까지 나랑 이렇게 있자.",1
3,아니.. 그렇게 대체해버리면;,3
4, 굉장히 유명한 트레이너 겸 모델이십니다.,0
5,특검 힘내세요~~,1
6,확실히 안 것 : 영국은 그래도 영국. 주식시장은 역설적이게도 감정시장,3
7,수혜 화이팅♡♡♡♡♡,1
8,외압에 흔들리지 않는 강력한 지도자,0
9,수고 많으셨어요!!!,0
10,이대로면 살기 위해 이민 가거나 폐병 걸려 죽거나다 들뜨면……. 어쩔겁니까….,2
11,광우병 촛불 들었던 미친년님들 많을 거다.,2
12,의리 한번 죽이네~,0
13,왜 토요 명화에서 보지 못했는지 이제야 알았다. 멍청한 감독의 연출력은 3탄까지의 명작을 그저 그렇지도 못한 삼류 SF로 만들어 놨다. 크리스토퍼 리브 외 주인공들 때문이 아니라면 평점은 1점. 10년 전의 1탄보다 엉성한 합성과 편집은 가관이다.,2
14,네이버에다 정형 동생일 이라 치고 인기 검색어에 오르게 합시다~!!!,1
15,이렇게 나까지 행복해지는 열애설은 첨이에요 행복하세요♡,0
16,중학교 때 내 눈물 모아 뮤직비디오에서 환하게 웃는 지원 오빠 때문에 팬도 아니었는데 울었던 기억이 당시만 해도 연예인 자살이 없던 시기라….,3
17,나오지 말았어야 할 영화….,2
18,이렇게 나까지 행복해지는 열애설은 첨이에요 행복하세요♡,1
19,특검 힘내세요~~,0
20,의리 한번 죽이네~,1
21,수혜 화이팅♡♡♡♡♡,0
22,산호에 이름 새기는 정성이 대단하네,2
23,"그래? 야, 정신 차려. 실내화를 잃어버리다니. 그나저나 껌 씹을래?",3
24,초등학생일 때 집에서 혼자 봤는데 왜 이렇게 무섭지도 않고 쓰레기인 영화가 다 있나 생각했다. 밑에 말대로 포스터나 사진만 무섭고 별로임,2
25,수고 많으셨어요!!!,1
26,외압에 흔들리지 않는 강력한 지도자,1
27,저기…… 비록 당장은 힘들겠지만…… 언젠가는 꼭 네게 의지할게. 그러니까， 고마워…….,0
28,네이버에다 정형 동생일 이라 치고 인기 검색어에 오르게 합시다~!!!,0
29,그렇다면. 다행이군요.,2
30,여자도 자기가 능력 있으면 무조건 잘생기고 어린 남자 만나지,2
31,"이리 와봐. 와, 멋있다. 진짜 멋있다. 정말 너무너무 멋있다. 미안해. 그런데 졸려도 꾹 참고 끝까지 나랑 이렇게 있자.",0
32,내 손발이 다 없어지는 줄 알았네. 그래 미국이 최고다. 최고. 저 1점은 이걸 보느라 파냈던 코딱지들에 바친다. 동네편의점 보안이 저거 본단 낫겠다. ㅋ,2
33, 드라마는 드라마구나…….,3
34,호감 댓글 왜 삭제됐냐,3
35,정신 못 차렸네,3
36,이 영화 정말 별로예요. 결말이 이상해요…….,2
37,저기…… 비록 당장은 힘들겠지만…… 언젠가는 꼭 네게 의지할게. 그러니까， 고마워…….,1
38,"조선 시대 말기 이후 가장 흥분된 컵스 보소,",3
39, 굉장히 유명한 트레이너 겸 모델이십니다.,1
