,sentence,label
0,모방은 창조의 어머니 ㅋㅋ 근데 삼성이 화웨이 뭐라고 할 상황은 아닌 것 같은데……. 삼성도 애플 것 카피했으면서 크크크,0
1,"왜 누워 있지, 나와?",3
2,그럼 그냥 계속 가던 길 가셔. 아는 척 안 해주면 더 고맙고.,3
3, 오늘 런닝맨도 본방송만 시청할게요!,1
4,연 아양으로 인해  행복했던 지난시간들을  맘속깊이 간직합니다,0
5,라미란 배우님 파이팅><♡♡응원해요,0
6,막말하는 것들 많다 주변에 말끝마다 욕을 섞는 애들이 있다,2
7,미국에는 통학 차량 정체 시에 추월하면 벌금 500달러야,3
8, 오늘 런닝맨도 본방송만 시청할게요!,0
9,존경합니다. 대한민국~!,1
10,여자들이 더 열심히 공부해서 더 합격한 것 뿐…. 합격을 축하드립니다.,0
11,라미란 배우님 파이팅><♡♡응원해요,1
12,이름 부르기' 서비스의 반응이 어떤가요?,1
13,감사합니다>.,0
14,나도 눈치 없는 우리 시어머니 동네 아줌마라고 생각하고 산다.,2
15,존경합니다. 대한민국~!,0
16,저 죄수복은 프라다 아니냐? ㅋㅋ,3
17,걔는 어떤 정류장에서 탄 거예요?,2
18,감사합니다>.,1
19,연 아양으로 인해  행복했던 지난시간들을  맘속깊이 간직합니다,1
20,곰세 시원해지니 금방 잊어버리고 만족하는 개돼지들. 크크크,2
21,"이게 007의 정수라면, 내 취향은 0007과 참 맞지 않거나 그게 아니면….",2
22, 끈적끈적한데 덥다고만 하네 어휴,2
23,조작 왕 손석희는 구속되고 감옥에 가야 한다….,2
24,우리 결혼하면 집은 어떻게 해요? 요즘 집값이 얼마나 비싼 줄 알죠? 오빠 돈 얼마나 있어요?,2
25,인간쓰레기 박지원 같은 새끼들이 왜 이렇게 많으냐,2
26,경찰이었어?,3
27,또라이 박근혜가 만든 작품,2
28, 비와이가 ? 완전 차별화된 점은 불량스럽지가 않다는 거 오히려 성실해 보임 이런 래퍼는 처음이다. 진짜,0
29,모방은 창조의 어머니 ㅋㅋ 근데 삼성이 화웨이 뭐라고 할 상황은 아닌 것 같은데……. 삼성도 애플 것 카피했으면서 크크크,1
30,와 충격……. 부상만아니였어도. 20승도 가능했을 투수인데. 아깝네,3
31,아주 비싸겠네요,3
32,여자들이 더 열심히 공부해서 더 합격한 것 뿐…. 합격을 축하드립니다.,1
33,"아하, 그러면 잘 먹겠습니다…….",3
34,이름 부르기' 서비스의 반응이 어떤가요?,0
35,너무 기대하지 마세요. 그냥 가을 분위기랑 잘 어울리는 작은 음악회 정도니까.,3
36, 비와이가 ? 완전 차별화된 점은 불량스럽지가 않다는 거 오히려 성실해 보임 이런 래퍼는 처음이다. 진짜,1
37,아주 친해 보이네.,0
38,엄청난 숫자구나……. 근데 열정페이는 노예로 안친 건가??……? 그것까지 치면 나라 체면에 먹칠하겠지???,3
39,아주 친해 보이네.,1
