,sentence,label
0,차라리 아키라를 실사로 찍어올 것이지 이게 뭐 하는 거람? ㅋㅋ,2
1,트와이스가 대세는 대세임….,0
2,궁합 왕. 별명 하나 더 추가 보검이♡,0
3,은행도 파업한다던데 도대체 무슨 일이야…….,3
4,트와이스가 대세는 대세임….,1
5,궁합 왕. 별명 하나 더 추가 보검이♡,1
6,아 정말 정신병자가 대통령을 했구나,2
7,초3 울 딸이 이완영의 질문에 웃음을 터트리네,3
8,류준열 인터뷰 너무 좋다. ㅠㅠ,0
9,"-_, -방송에서만 한껏 부풀린 영화…….",2
10, 지금쯤 오라버니들과 생일파티도 하고 맛있는 거도 먹었겠지요!!,0
11,그렇죠? 양복 조끼들 다 손질해 놨어요.,2
12,조정석 너무 좋다!!! 앞으로도 응원할게요~,1
13,용가리 진짜 멋진 사람이다 ㅋ,1
14,류준열 인터뷰 너무 좋다. ㅠㅠ,1
15,너희는 이런 거 없니???,3
16,무슨 일이세요. 엄마?,3
17,그러니까 기회를 줄게. 3년 후에 내가 감탄할 정도로 멋진 어른이 되어있으면 받아주지.,3
18,     그렇게 살다 보면 언젠가는 사람들이 알아주는 날이 오는 법이다.,1
19,     그렇게 살다 보면 언젠가는 사람들이 알아주는 날이 오는 법이다.,0
20,동메달 딴 것 정말 축하해요 :),1
21,CCTV가 약이네요,0
22,널 현행범으로 체포한다!,3
23,"포켓몬, 디지몬... 어릴 적 최고의 만화",0
24,한효주 나오네! 시청율이 될까!,3
25,조작 왕 손석희는 구속되고 감옥에 가야 한다….,2
26,내전 중인 나라인데 참 대단하다.,3
27,동메달 딴 것 정말 축하해요 :),0
28,"이인분 시켰잖아, 이걸 인마 나 혼자 어떻게 다 먹어.",3
29,슬픈 액션 영화치고는 실망이 크다 부자간의 배신과원망으로끝나는것이너무허무하다,2
30,제대로 좀 해라 삼송 들어. 쯧쯧,2
31,조정석 너무 좋다!!! 앞으로도 응원할게요~,0
32,"진짜 쓰, 레, 기, 들이다 에라~~~",2
33,와…. 사람들이 남의 결혼까지 신경 쓸 여유가 있나 보네..,3
34, 지금쯤 오라버니들과 생일파티도 하고 맛있는 거도 먹었겠지요!!,1
35,그 애들 잘못이 큰 건 나도 알아. 하지만 지금 사과를 하면 인신공격 내용까지 인정하는 거라면서 그럴 수 없다더라고.,2
36,용가리 진짜 멋진 사람이다 ㅋ,0
37,"포켓몬, 디지몬... 어릴 적 최고의 만화",1
38,CCTV가 약이네요,1
39,나도 딱 듣자마자 알았는데~진심 코미디다,2
