,sentence,label
0, 우리나라의 힘입니다.,0
1,순실이보다 더 싫다.,2
2,게임 강국 한국이 성장하게 이딴걸 쓰지 말고 제발 놔둬라,2
3,덕분에 주방에서 요리하는 게 아주 좋아졌어요,1
4,NC 코리안시리즈 진출 축하드립니다.,0
5,캐럿 때문에 많은 멋진 모습을 보이고 줘서 고맙습니다 ♡ㅠㅠ,0
6,이야…. 진짜 다른 방면에서 엄청난 색히... ㄷㄷㄷㄷ,3
7,"뭐? 야, 내가 너한테 그런 게 어디 있냐?",2
8,아... 초.. 초등학교! 초등학교! 난 또... 그래... 다녀와….,3
9,범죄와의 전쟁도 재미있었는데 국가대표도 그렇고 역시 믿고 보는 배우라고 너무 끼가 많아요,0
10,댓글 보니 알바들 엄청나게 풀었네! ㅎㅎ,3
11,0.5mm 하는 남자배우 있으면 진심 ㅂ랄 도 빨아준다.,1
12,앞으로도 좋은 요리 방법 부탁드립니다.,1
13,야. 네가 사시에 어떻게 붙었는데. 그 소리가 그렇게 쉽게 나와?,3
14,분위기만 잡고 앵글만 독특하게 잡으면 끝인가?,2
15,선생님 진짜 무서웠거든. 맨날 손바닥 맞고.,3
16, 이건 정치하는 것들이 도둑놈들이고 대통령이라는 게 온갖 루머 속에 역겨운 정신병자 추태만 있으니,2
17,범죄와의 전쟁도 재미있었는데 국가대표도 그렇고 역시 믿고 보는 배우라고 너무 끼가 많아요,1
18,집에 있는 게 젤 편해,0
19, 그래서 봤더니 오빠가 춤을 추는 거예요,3
20,이 계집애는 얼마나 세게 묶어 놓은 거야. 아직도 손목이 욱신거리네.,3
21, 그래도 화이팅입니다,0
22,ㅋㅋ 해외행이래 고민 업이 있을 거 같은데,3
23,"변할 생각은, 없나 보다.",0
24,왜 그렇게 웃어요? 사람 기분 나쁘게,2
25, 데뷔한 지 얼마 되지도 않은 지코 찻값만 다 합해도 6억 원….,3
26,덕분에 주방에서 요리하는 게 아주 좋아졌어요,0
27,캐럿 때문에 많은 멋진 모습을 보이고 줘서 고맙습니다 ♡ㅠㅠ,1
28,제일 웃긴 건 마지막에 빌 클린턴이 훨씬 심하고 자기는 거기에 미치지도 못한단다 ㅋㅋ 진짜 수준 이하네 ㅋㅋ,2
29,0.5mm 하는 남자배우 있으면 진심 ㅂ랄 도 빨아준다.,0
30,생긴 대로 논다,2
31,앞으로도 좋은 요리 방법 부탁드립니다.,0
32,NC 코리안시리즈 진출 축하드립니다.,1
33,집에 있는 게 젤 편해,1
34,"변할 생각은, 없나 보다.",1
35, 우리나라의 힘입니다.,1
36,머리에 든 게 없으니 뭘 잘못한 지도 모르고 제 아비 얼굴에 똥칠하고도 왜 묻었는지도 모세요,2
37,월급이요?,3
38, 그래도 화이팅입니다,1
39,나라 말아먹으려고 작정을 했네 ㅆㅣㅂㄴ 들이….,2
