,sentence,label
0,예? 뭐라고요?,2
1,솔직히 내가 봐도 이 영화는 망한 작품이긴 하지만 아래 평점 다신 인간들 개념 없네 영화배우를 왜곡해 쯧쯧 다락하고 존이 나를 비교할 만큼 당신들이 잘나셨나요?? 꼽으면 당신네가 영화 찍고 레슬링 경기하든가,2
2,문제는 사고 나서 찌그러지면 안 열림 ㅋㅋㅋ,2
3,지켜보고 있다 보니 문재인 후보 차량 앞에 홍준표 후보 홍보하는 사람들이 홍보 못 하게 막고 있는 거 같더라고요?,3
4,노잼……....,2
5,JTBC 화이팅입니다!,1
6,아주 훌륭합니다!!,1
7,아주 훌륭합니다!!,0
8,요리의 신세계를 알게 되었네요,1
9,호호호 해외여행 열대지방으로 가야겠네! 모기가 무섭지 않아 흐흐흐,0
10,이상한 소리 하지 마.,2
11,영화 자체가 재난이구먼~,2
12,요리의 신세계를 알게 되었네요,0
13,근데 나 남잔 데 이런 손님이 있어?,3
14,나도 야구 경기를 하지만 이해 못함,3
15,빔 벤더스를 욕보이는 짓이었다 이 영화는…….,2
16, 안아 양 ㅠㅠ,0
17,정형돈 씨는 팬들이 지키는 개그맨이잖아요. ㅋㅋ^^,1
18,잘린 건가???,3
19,건강하게 몸 관리 잘 하시고 언제나 그랬듯이 최선을 다하는 모습이 보물 같습니다.,0
20,호호호 해외여행 열대지방으로 가야겠네! 모기가 무섭지 않아 흐흐흐,1
21, 다른 사람은 몰라도 예 드는 항상 응원하도록 할게요~~~,1
22, 푸틴 손 내밀고있으니까 존 내뛰어와서 좋다고 잡네,3
23,기발하군,3
24,그럼 영화관 가자.,3
25,최악 진짜…. 그 많은 돈으로 연출을 이렇게 할 줄이야….,2
26," 그럼 일본, 유럽은 나라가 망했네?",2
27, 다른 사람은 몰라도 예 드는 항상 응원하도록 할게요~~~,0
28,저렇게 고생하시는데,1
29,정형돈 씨는 팬들이 지키는 개그맨이잖아요. ㅋㅋ^^,0
30,감사하고 그저 고맙습니다,1
31,저렇게 고생하시는데,0
32,건강하게 몸 관리 잘 하시고 언제나 그랬듯이 최선을 다하는 모습이 보물 같습니다.,1
33,감사하고 그저 고맙습니다,0
34,왜 그랬냐? ,2
35,JTBC 화이팅입니다!,0
36,집 근처 프랑스식당에서 간단하게 점심 먹고 있어요. ,3
37,비 온다며?,3
38,ㅋㅋ 해외행이래 고민 업이 있을 거 같은데,3
39, 안아 양 ㅠㅠ,1
