,sentence,label
0,갑자기 어디론가 사라져버렸어. 일하는 중이니까 배려해 준 게 아닌가 싶다만.,0
1,축하합니다^^ 내년에도 화이팅!!,0
2,참~ 무모해 보인다. 제작진도 출연진도….,2
3, 금방 컴백 준비하고 활동 끝나면 해외투어 가느라 힘들겠지만 그래도 힘내고 아프지 말고 화이팅??,1
4,생활에 많은 도움이 됩니다,1
5,매국노 새끼들~~~,2
6,그래… 그러면 되는 거구나.,3
7,음식에 대해 취미를 가지게 되었습니다,0
8,한국에서 20 승하던 밴 헤켄도 망했는데 평자 4점대 후반 찍는 놈이 무슨,2
9,축하합니다^^ 내년에도 화이팅!!,1
10,"어 그게, 올라가도 돼?",3
11,음식에 대해 취미를 가지게 되었습니다,1
12, 정말 잘 던지세요,3
13,요리를 가장 쉽게 알려주셔서 정말 감사합니다~~,1
14,와 맑은 서울 하늘. 크크크,0
15,대통령을 잘 못 뽑아놨더니 이 나라가 망해가는 거 같네요….,2
16,박근혜가 저 사업 추진 중인가? 변기냐,2
17,겨우 저런 것들이 교수라고….,2
18,"야, 잠깐만. 너 오면 몰라볼라 그랬는데. 너 여자 있어?",3
19,ㅋㅋ 북한 건들지 마라... ㅡㅡㅡㅉ 거지 같은 보수단체 때문에 했고 것 어. ㅡㅡㅡ,2
20,시골에 작은 주택 같은 거 나온 거 있냐? 안 비싼 거로.,3
21,갑자기 어디론가 사라져버렸어. 일하는 중이니까 배려해 준 게 아닌가 싶다만.,1
22,…갑자기 왜?,3
23,정상호 선수의 공을 인정합니다.,0
24,"아니지, 아니지. 내가 지금 이딴 데 신경 쓸 새가 없지. 알고 보면 나도 무지하게 바쁜 사람이거든?",1
25,한국경제는 작은 정부 추구하는 매체인 걸로 알고 있는데 이 특집 기사들이 언론사 논조와 바르다고 생각하나??,2
26,확실한 건 이란이 지금 하는 건 축구가 아니라는 거,2
27,요리를 가장 쉽게 알려주셔서 정말 감사합니다~~,0
28,와 맑은 서울 하늘. 크크크,1
29, 금방 컴백 준비하고 활동 끝나면 해외투어 가느라 힘들겠지만 그래도 힘내고 아프지 말고 화이팅??,0
30,생활에 많은 도움이 됩니다,0
31,"아니지, 아니지. 내가 지금 이딴 데 신경 쓸 새가 없지. 알고 보면 나도 무지하게 바쁜 사람이거든?",0
32,  오늘은 무 한도 전하는 날~,0
33,  오늘은 무 한도 전하는 날~,1
34,쥐 어이구 추잡한 쥐 들어 사라져라,2
35,정상호 선수의 공을 인정합니다.,1
36,헐!!!!! 충격이다,3
37,이사회에서 그렇게 말씀하셨잖습니까.,3
38,한 코치님 그만두시는 줄 알고 간 떨어질 뻔,3
39, 동호회 애들은 묵직해서 좋단다 크크크,3
