,sentence,label
0,"유치원 때 나 괴롭히던 원장 아들 혼내준 것도, 중딩 때 돈 뜯던 일진하고 맞짱 뜬 것도 다 정의 소녀 너였잖아. 근데 뭐?",3
1,활기차게 시작해봐요,0
2,차두리 고마워~~~,0
3,이 영화 때문에 처음으로 글 남기네…. 내용도 감동도 cg도 뭣도 볼 거 없는 폐습 영화….,2
4,진짜 과장하나 안 보태고 머리털 나고 본 영화 중 워스트 3 안에 든다 ㅡㅡ 마지막에 주인공 갑자기 톰 크루즈 빙의해서 거꾸로 매달려 전기총 쏘는 거 보고 개 폭소했다 진짜,2
5, 어떻게 한 점을 못 내냐.,2
6,가격이나 뭐 배송이나 이유식의 질 등 다양한 시각에서 괜찮은지 이야기해 주시면 감사하겠습니다:D,1
7, 한 단계 높은 자질이다,3
8,유재석 님 너무 축하드려요!!!,0
9,2년간 고마웠고 딸도 건강해지길 바랄게요!,1
10,본다면 어쩔 건데요? 웃기는 아저씨야 정말!,2
11,2010 올림픽이 열릴 밴쿠버 경기장에 선사 대륙 첫 우승!!,1
12,그래도 홍 선생님이 더 멋지다.,0
13,활기차게 시작해봐요,1
14,나야 밤새워 일하느라 그런 거고.. 카드 줄 테니 옷이나 한 벌 사 입어.,3
15,가격이나 뭐 배송이나 이유식의 질 등 다양한 시각에서 괜찮은지 이야기해 주시면 감사하겠습니다:D,0
16,그래도 홍 선생님이 더 멋지다.,1
17,2010 올림픽이 열릴 밴쿠버 경기장에 선사 대륙 첫 우승!!,0
18,꼴찌가 아닌 게 이상할 따름,3
19,차두리 고마워~~~,1
20,삼성의 감독이 되는 그날까지 형님을 응원하겠습니다!!!,0
21,티브이에서 자주 보니 네 좋습니다,0
22,저런 걸 국회의원으로 앉혀놨나….,2
23,하.. 진짜 애도 아니구.. 그렇게 만지지 말라는 걸 뭐하러 만져서….,2
24,와 어깨 차이 봐라,3
25,인맥도 환영합니다^^,1
26, 후기도 좋고 해 보고 가끔 소름 돋을 때 있음,3
27,티브이에서 자주 보니 네 좋습니다,1
28,삼성의 감독이 되는 그날까지 형님을 응원하겠습니다!!!,1
29,이경재 : (손사래를 치며) 아침에 이 안 닦았어??,3
30,유재석 님 너무 축하드려요!!!,1
31,어휴 내가 우리 엄마 때문에 정말 못 살아,2
32,찾아봐야지. 나도 쉽게 물러설 수 없는 이유가 생겼으니까. ,2
33,저런 파렴치한이 한국을 말아먹고 있었구나.,2
34,오빠... 우리... 살아나갈 수 있을까…?,3
35,하 코가 웃기죠? 좀 다쳤어요. 아 아….,3
36,2년간 고마웠고 딸도 건강해지길 바랄게요!,0
37,지금 이거 뭐 하는 거예요?,2
38,진심 조니 뎁인 줄. 크크크,3
39,인맥도 환영합니다^^,0
