,sentence,label
0,엄마랑 아버지가 같아요?,3
1,...지진 없는 우리 대 한민국에 살아 고맙다…….,1
2, 오늘은 화요일이네요!!,1
3,종일 보고 또 봐도 감동적인 프로그램을 보여줘서 감사해요~,1
4,멋지고 자랑스러운 우리 국민!!,0
5,지 예비 닮아서 똥오줌 못 가리네,2
6,돌아가면서 뽀뽀해 주고 싶다 ♡,0
7,원순 씨 뭐하셨어요?,3
8,조심해서 다녀오고.,3
9,그래요? 직접 사는 것보다 얼마나 싼데요?,3
10,말로만 듣던 전설의 돼랑이네,3
11, 여러분의 생각이 어떤지 의견 남겨주시고 카톡방에 참여하고 싶은 분들은 아래의 제 메일로 카톡 아이디를 가르쳐주세요.,1
12,돌아가면서 뽀뽀해 주고 싶다 ♡,1
13,어제 홈런은 정말 멋졌는데….,1
14,어제 홈런은 정말 멋졌는데….,0
15,모르겠는데 어떡해?,3
16,나이스 전북 진 거 축하하고 축하,1
17,"변할 생각은, 없나 보다.",1
18,사드를 반대하는 중국과 북한 그런데 그들과 뜻을 같이 사드를 반대하는 대선주자들이 있으니 대한민국은 참으로 한심하다.,2
19,"변할 생각은, 없나 보다.",0
20,대선 나가려니 뭐 하긴 해야겠고 그래서 또 세금으로 생색내기,2
21,"윤석열이고…. 좃이고, 김대중 잔당은 곧 죽는다.!!!…….....개대중의 핵폭탄 비리와 정몽헌의 억울한 죽음이 널리 알려졌다......",2
22,...지진 없는 우리 대 한민국에 살아 고맙다…….,0
23,360위 같은데 웬 36위?,3
24,진짜 책임도 못 지고 참…. 못났다,2
25, 오늘은 화요일이네요!!,0
26,나이스 전북 진 거 축하하고 축하,0
27,영농커플 궁합 최고! ^^,1
28,"선한 목적으로 만들어진 착한 영화지만, 신현준의 연기는 웃기지도 감동적이지도 않을뿐더러 장애인을 희화화시킨 것 같아 그저 불편하고 불쾌하게 느껴진다.",2
29,무슨 소리야? 일방적인 강요잖아.,3
30,멋지고 자랑스러운 우리 국민!!,1
31,"초등학교 때 보던 새마을운동 수준의 영화 30년쯤 전에 은퇴했어야 할 감독님의 노욕이 빚은 비극, 그나마 통례 연기에 별 세 개 투척하고 감",2
32,그만해라.,2
33,늙은이가. 쳐준 던 지. 벽에 똥칠하고. 쳐살던지. 왜놈은. 개 쪽 바리인 것이지. 일없습니다!!! 6씨널 놈,2
34,영농커플 궁합 최고! ^^,0
35, 여러분의 생각이 어떤지 의견 남겨주시고 카톡방에 참여하고 싶은 분들은 아래의 제 메일로 카톡 아이디를 가르쳐주세요.,0
36,종일 보고 또 봐도 감동적인 프로그램을 보여줘서 감사해요~,0
37,진짜 사기다,3
38,그냥 놔두세요…. 얼마나 부담스러울까?,2
39,누나도 혹시나 짜증 나시면 참고만 있지 말고 어딘가에?,3
