,sentence,label
0,클래스는 영원하다….,1
1,어딜 가는 거야? ,1
2,탄핵에 문제 되는 당은 해체될 각오 해라,2
3,나도…. 오빠한테 항상 고마워요.,3
4,난 일본 정서랑.. 안 맞는 듯 보는 유치해….,2
5,"에에~? 하지만 경주로 가 봤자 딱히 할 것도 없잖아? 거기에 있는 거라곤 어차피 절이나 묘지뿐이잖아? 그런 거라면 주변에도 있고, 언제라도 갈 수 있잖아….",1
6,이리로 좀 와라…….,3
7,클래스는 영원하다….,0
8,진짜 이렇게 축하 댓글은 살다 처음 써보네요 둘 다 너무 느낌 좋은 분들…. 아 정말 축하드려요….*^^*,0
9,텔레토비가 더 재밌겠다,2
10,글씨 왜 이래,3
11,엄마는?,2
12,그렇다니까,0
13,벌금 없이 징역형만으로 바꿔봐라 저러나,2
14,서로만 믿고 같이 나가자,1
15,육성재라니~~~! 육성재 때문에 비투비 영상 찾아봤다가 희대의 개그 돌을 발견했다는... 육성재 애 자체가 끼가 많고 그래서 뭐든 잘하던데 이번에도 잘해서 좋은 말 많이 듣길!!!,0
16,"에에~? 하지만 경주로 가 봤자 딱히 할 것도 없잖아? 거기에 있는 거라곤 어차피 절이나 묘지뿐이잖아? 그런 거라면 주변에도 있고, 언제라도 갈 수 있잖아….",0
17,댓글: 뭐라고요??,3
18,그렇다니까,1
19,육성재라니~~~! 육성재 때문에 비투비 영상 찾아봤다가 희대의 개그 돌을 발견했다는... 육성재 애 자체가 끼가 많고 그래서 뭐든 잘하던데 이번에도 잘해서 좋은 말 많이 듣길!!!,1
20,어딜 가는 거야? ,0
21,크크크 요즘엔 아줌마들 신조어도 많더니만 어린이집이 뭔가 했다. 크크크,3
22,이런 세상에서 사회에서 세금 내고 살고 있다는 것이?? 내가 멍청이다,2
23,윤 선이 뽕맞았냐??,3
24,탈북자는 역시나 아무리 탈북해도 정신은 김정은 충성하는 것과 비슷한 행동이 매우 웃기네,2
25, 개 꼬시다 진짜 크크크,1
26,꼭 봤으면 하는 영화 1.,0
27,진짜 이렇게 축하 댓글은 살다 처음 써보네요 둘 다 너무 느낌 좋은 분들…. 아 정말 축하드려요….*^^*,1
28,내 생각에 가장 큰 문제점은 몇 대 맞고부터 표정에서 당황한 게 너무 드러난 단 거,3
29,아주 재밌음. 크크크 연기 잘해서 재미남,1
30,한 번 알아봐 드릴 테니까 잠시만 계세요.,2
31,꼭 봤으면 하는 영화 1.,1
32,아주 재밌음. 크크크 연기 잘해서 재미남,0
33,왜 저 집구석이 얽히면 사람이 죽어 나갈까?,2
34, 개 꼬시다 진짜 크크크,0
35,근데 개복치 무지키더라…….,3
36,학사학위??,3
37,서로만 믿고 같이 나가자,0
38,역대급 먹튀 인정합니다,3
39, 없으면 무슨 자기들은 못하겠나.,2
