,sentence,label
0,호날두 이제 확실히 폼 떨어진 줄 알았더니 귀신같이 다시 ? 크크크,1
1,좀 신혼 방 같다 그지?,3
2,오늘 레드벨벳 팬 사인회 있었는데 조의가 오디션 보고 붙었다고 자기도 붙을 줄 몰랐다네요 하하,1
3,호날두 이제 확실히 폼 떨어진 줄 알았더니 귀신같이 다시 ? 크크크,0
4,생각났어? 뭐 줘?,0
5,이번에 정말 수고했어요 하하,0
6,그걸 아는 사람이 있을까?,3
7,류준열 정말 연기 좋으시더라고요,1
8,류준열 정말 연기 좋으시더라고요,0
9,아 이 영화 모야 크크크,1
10,예. 좀 달래 주세요.,3
11,제작진 꾀다 크크크,1
12,그래. 뭐.,0
13,슬프다가 갑자기 춤은 왜 추는 거야…. ㅋㅋㅋㅋㅋㅋ,3
14,생각났어? 뭐 줘?,1
15,전 남자 친구에게 연락 왔어요,3
16,정말 추하다 추해! 왜 0점은 없는 거야? 1점도 아깝네,2
17,"혹시, 남자를 좋아하는 건 아니겠죠?",3
18, 이게 여태껏 대한민국 대통령이었나?,3
19,"……뭐, 추우니 말이야.",2
20,감동 그 자체….,1
21,진짜 긴급조치 119보다 쓰레기,2
22,비와이 미리 축하하고 축하,0
23,오늘 레드벨벳 팬 사인회 있었는데 조의가 오디션 보고 붙었다고 자기도 붙을 줄 몰랐다네요 하하,0
24,병언지 늘 장난하냐 나라 세금 가지고 별짓 좀 하지 마라,2
25,그래. 뭐.,1
26,"네? 아, 아닐 거에요! 저희 반 애들 그런 애들 아니에요!",3
27,감동 그 자체….,0
28,네가 해봐.,2
29,이번에 정말 수고했어요 하하,1
30,현재까진 이게 전부인데 이걸로는 판독이 불가능합니다. ,2
31,이정현은 왜 비공개 간헐적 단식을 하는가?,2
32,차를 만드는 기업을 족쳐야지! 왜 세금 올릴 생각만 하냐?,2
33,아 이 영화 모야 크크크,0
34,사람이 참 가볍네….,2
35,비와이 미리 축하하고 축하,1
36,인간문화재 할머니 병신춤 계승하러 그룹 그만뒀나?,2
37,이렇게 받아도 되는 건가요?,3
38,제작진 꾀다 크크크,0
39,오우!! 유희관보다 빠른데~!!,3
