,sentence,label
0,JTBC 항상 최선을 다하는 모습 존경스럽습니다♡계속해서 응원하겠습니다!!!,0
1,어땠어. 여자친구는?,3
2,누구 말대로 김재규가 그때 저 집안 다 끝냈어야 ?,2
3,카 BBC까지 극찬을!!!,1
4,최고의 희극배우 찰리 채플린 만세,0
5,가야 될 새끼들은 안가네,2
6,뭐가 히트인지 모르겠음 ㅡ. ㅡ….,3
7,백 선생님 덕분에 음식을 쉬게 접할 수 있고 대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고 일주일이 기다려진답니다.,1
8,와 맑은 서울 하늘. 크크크,1
9,근데…. 제가 지금 여기 왜 와있는 거죠?,3
10,우리 집에서 야구장 불꽃이 보인다고. 굳이 멀리 나가기 싫어.,0
11,면상에 화장한 것과 안 한 것이 완전 다르긴 하네. 노인네.,2
12,이번 해 좋은 일 아주 많이~~~,0
13,카 BBC까지 극찬을!!!,0
14,진짜 제일 좋아하는 야구선수 김병현. 진심 멋지다.,0
15,그런데 여자친구는 옷 입는 거는 양보를 안 하네요,2
16, 갑자기 자신감 얻은 건가?,3
17,솔직히 지금 스마트폰 만드는데 한대당 광고비 원재료 인건비 운송비 기타 등등 해서 20만 원은 드냐 ??? 이렇게 양산해 내는데 ?? 한대당 얼마나 비용이 들길래 90만 원이나 받는거지?,2
18,그래. 이런 시시한 여자애가 어떻게 언니를 질투해. 자격상실이야 처음부터.,3
19,우리 집에서 야구장 불꽃이 보인다고. 굳이 멀리 나가기 싫어.,1
20,운동복 처럼 쭉쭉늘어나는 정장 너무 좋다.,1
21,우와.. 역시 교황 성하 ㄷㄷㄷ….,0
22,이번 해 좋은 일 아주 많이~~~,1
23,세상이나 개콘에 나왔던 내용이 진짜 일어났네;;….,3
24,JTBC 항상 최선을 다하는 모습 존경스럽습니다♡계속해서 응원하겠습니다!!!,1
25,우와.. 역시 교황 성하 ㄷㄷㄷ….,1
26,국민들이 이젠 박 큰애를 보는 게 너무 힘들고 어이없다……. 니가 싼 똥 구려서 피하고 싶다,2
27,와 완전 개 후려쳤네,3
28,까칠하긴 하지만 먼저 시비 걸진 않잖아. 근본이 나쁜 애는 아닐 거야. 다가가지만 않으면 괜찮아.,3
29,진짜 제일 좋아하는 야구선수 김병현. 진심 멋지다.,1
30,와 맑은 서울 하늘. 크크크,0
31,너. 변호사 만나는 거... 나랑 헤어진 보상 심리지?,3
32,가디언하고 메갈 리 얹히고 싸우면 누가 이김?,2
33,범죄도 크크크,2
34,최고의 희극배우 찰리 채플린 만세,1
35, 다 사형시켜야 한다!,2
36,여자가 왜 술을 사!,3
37,근데 이거 말고는 없어? 이게 다야??,2
38,백 선생님 덕분에 음식을 쉬게 접할 수 있고 대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고 일주일이 기다려진답니다.,0
39,운동복 처럼 쭉쭉늘어나는 정장 너무 좋다.,0
