,sentence,label
0,"내가 돈 댈 테니까! 거기 투자하자고! 수익금 5% 떠 드릴게, 내가!  ",3
1,여기 댓글 다는 사람들 무서워서라도 아무 말도 못 하겠네. 덜덜,3
2,어딘가 시대착오적이란 게 이 드라마 최대의 흠결이다. 그것도 완성도완 아무 상관 없이….,2
3,팬택이 정신 차린 듯…….,3
4,안쓰럽기도 하면서도 자랑스러워하고 있습니다,0
5,우선 이걸 본 후 시간이 아깝다는 생각이 들것이다. 점수 주기도 싫다,2
6,그러니 돈만 처 밝히지 말라고,2
7,마지막까지 최선을 다해주시는 레전드의 모습이 정말 아름답습니다! 이승엽 선수 파이팅!!,1
8,네가 영악할까? ㅋㅋㅋㅋㅋㅋ,2
9,역시 거미 찌질하게 질투 난다는 유 이보다는 백배낫다 ㅎㅎㅎ,1
10,무엇을 상상하든 그 이하 속지 마세요,2
11,동네 결례하나 치우는데 너무들 고생하셨네요. 국민여러분?,0
12, 캐스팅 소식 때부터 참 잘 어울린다 싶었고 뭔지 스캔들 날 것 같은 느낌이 왔었는데….,3
13, 세 배우다 너무 훌륭하고 좋거든….,1
14,좀 전에 진주 조금 흔들림,3
15, 세 배우다 너무 훌륭하고 좋거든….,0
16,몸도 안 좋은데 그냥 들어갈까요?,0
17,마지막까지 최선을 다해주시는 레전드의 모습이 정말 아름답습니다! 이승엽 선수 파이팅!!,0
18,동네 결례하나 치우는데 너무들 고생하셨네요. 국민여러분?,1
19,이거 완전 돈세탁용 게임 아니냐??,3
20,쉽고 간단하게 맛있게 요리를 할 수 있게 가르쳐 줘서 감사합니다.,1
21,나가!,2
22,쉽고 간단하게 맛있게 요리를 할 수 있게 가르쳐 줘서 감사합니다.,0
23,역시 거미 찌질하게 질투 난다는 유 이보다는 백배낫다 ㅎㅎㅎ,0
24,꽝이지? 그럴 줄 알았어.~,3
25,앞으로 면접 볼 때 면접관들이 화장 지워보라고 하는 거 아니야?,2
26,어머… 쉽진 않겠네. 그 정도면 너는 완전 꼬마로 보일 테니까.,2
27,단순히 운전하는 수고만 줄어드는 게 아니구나. 재밌게 잘 봤습니다~,0
28,단순히 운전하는 수고만 줄어드는 게 아니구나. 재밌게 잘 봤습니다~,1
29,그래도 괜찮아.,3
30,응원합니다…. 칡즙도 간절히기다리구여…. 사랑합니다♥♥♥,0
31,안쓰럽기도 하면서도 자랑스러워하고 있습니다,1
32,공부는 내가 하는 거잖아. 내가 그 누나랑 하는 게 좋다는데 뭐가 문제야?!,2
33,몸도 안 좋은데 그냥 들어갈까요?,1
34,그럼 안 망하는 직업이 뭔데?,3
35,늦게 왔다고 때렸구먼 관련자 구속하고 해당 지휘관 직위 해제해라,2
36,……괜찮겠어?,3
37,예다 누나 생일 축하드려요,0
38,응원합니다…. 칡즙도 간절히기다리구여…. 사랑합니다♥♥♥,1
39,예다 누나 생일 축하드려요,1
