,sentence,label
0,응응， 바로 그거야.,3
1,항상잼나게  방송해주시니 감사합니다.,0
2,만능 간장으로 채소요리도 쉽게~~,0
3,언제까지 부사장만 하고 있을 거야?,2
4,우리나라에서 이러면 독재라고 할 놈들이 외국이라고 칭송하네 허허..,3
5,일본은 짱깨신 거 없는데 왜 저러노,3
6,"됐어. 난 항상 내 멋대로 그러는 것뿐이야. 안 말린다고 잘못하는 게 아니라고. 애초에 생각 없이 떠맡는 놈이 잘못이지……. 그러니까 그 뭐냐, ……어떻게든 해 볼게.",3
7,만능 간장으로 채소요리도 쉽게~~,1
8,"와, 이건 정말 너무하네! ㅁㅊ",2
9,근데 그 여자친구가 저랑 아는 친구랑 사귀는 거예요,3
10,왜 날 좋아하게 되는거징…?,1
11, 그리고 화이팅 건강하시고요,0
12,방안을 강구하지 말고 반드시 몰수해라 알거지 만들어라!!,2
13,전혀 그렇게 안 느껴지는데요……,3
14,대상 그 이상의 의미를 지닌 사람,0
15,리얼 기대 기대 믿고 봅니다 ♡,1
16,3살만 더 붙이면 20살이네! 국제결혼도 아니고 국내 커플 20살 차이는 세계 십 안에 들것에,3
17,박근혜 처단과 더불어 연이은 행복한 소식이네요. 흐흐,0
18,???첼시가 이길 텐데,1
19,군 기밀문서를 일본에?,3
20,리얼 기대 기대 믿고 봅니다 ♡,0
21,대한민국 가장 쓰레기 집단이다.,2
22,그렇게 인사를 신중하게 했다면서 고작 임명한 인간들이 윤창중 윤진숙이여? ㅋㅋ,2
23,하여간 여자들 자기들보다 이쁘면 까 내리기는 ㅋㅋ,2
24,박근혜 처단과 더불어 연이은 행복한 소식이네요. 흐흐,1
25,좋은 일 하시는 것도 좋지만 너무 걱정됩니다. 가족들은 오죽하실까요…. ㅜㅜ,0
26,왜 날 좋아하게 되는거징…?,0
27,딘딘이 대활약♡,1
28, 그리고 화이팅 건강하시고요,1
29,딘딘이 대활약♡,0
30,네? 나 원래 잘 웃어요.,3
31,좋은 일 하시는 것도 좋지만 너무 걱정됩니다. 가족들은 오죽하실까요…. ㅜㅜ,1
32,대상 그 이상의 의미를 지닌 사람,1
33,미안해서 될 일이에요?,2
34,장난 아니에요.,2
35," 노무현 때 자주국방 2,030도 인마가 만든 건데.",2
36,서로 불편할 텐데... 괜찮아요.,3
37,???첼시가 이길 텐데,0
38,노무현 대통령과 당신은 많이 다르다.,2
39,항상잼나게  방송해주시니 감사합니다.,1
